"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",6,2,3,0,2,2,1,3,0,3,2,6,0,1,6,2,0,5,3,4,1,5,0,1,2,13,0,3,5,0,7,0,1,0,4,3,0,0,15,5,0,0,1,6,1,1,1,2,14,2,1,1,3,0,0,0,1,5,3,0,2,0,3,2,7,0,0,4,1,0,1,0,0,1,3,0,1,5,3,0,7,11,2,6,0,1,6,0,3,0,0,2,4,9,6,11
"Ant255",6,73,0,2,11,0,27,12,25,5,9,65,26,12,40,16,0,1,41,0,32,15,10,11,0,1,9,2,11,0,12,0,16,0,7,0,7,2,26,13,3,9,13,12,0,0,8,7,0,0,0,0,0,0,0,6,4,0,0,1,4,0,62,47,0,0,0,26,40,1,2,6,28,33,17,5,1,2,0,0,2,1,2,2,16,19,0,2,13,5,12,1,6,67,9,0
"Ant257",21,27,2,4,10,3,4,15,16,6,13,40,3,8,19,11,1,8,46,1,30,21,22,3,1,10,12,9,10,1,15,4,4,0,19,3,8,1,15,41,8,4,16,3,2,0,28,6,3,1,2,2,0,1,0,35,15,21,3,3,1,0,41,26,1,4,26,0,21,12,6,14,3,16,7,11,1,1,1,3,5,8,3,1,3,22,2,9,4,16,4,2,3,18,11,4
"Ant289",5,33,5,0,6,2,6,17,21,16,10,30,14,16,35,5,0,3,29,3,15,12,4,12,0,3,3,2,9,1,11,2,4,1,13,3,7,3,16,7,2,16,12,6,4,1,11,5,10,2,0,2,1,0,0,1,4,12,1,0,11,0,19,32,0,1,40,21,0,4,0,2,13,18,20,0,1,3,1,11,5,0,4,0,7,24,3,22,2,2,4,1,5,30,7,7
"Ant294",0,1,0,0,75,0,0,0,45,30,0,1,10,11,20,13,0,0,48,0,7,2,17,0,0,0,19,8,0,2,0,31,8,0,0,0,2,10,18,0,10,5,0,0,0,0,28,30,0,0,0,0,0,8,0,0,0,0,0,58,0,0,0,0,0,0,1,12,4,0,6,5,14,0,13,19,0,0,0,0,0,0,0,0,26,0,0,20,0,34,40,0,0,0,3,0
"Ant298",5,7,0,1,18,2,1,6,19,0,3,7,2,6,5,4,0,8,7,2,11,10,10,0,1,6,9,10,1,8,1,5,11,0,4,1,5,8,16,2,10,1,3,1,0,1,13,14,1,1,1,0,0,6,0,1,0,1,2,4,2,0,3,0,3,1,2,6,0,6,0,12,2,2,5,8,0,1,0,2,3,1,0,4,8,2,0,5,8,3,27,1,2,13,17,1
"Ant324",0,4,0,0,27,0,6,0,34,16,3,8,6,18,5,35,0,3,9,0,5,21,2,0,0,2,3,0,2,5,1,8,4,0,0,6,3,6,22,2,3,2,0,0,0,0,10,26,0,0,0,0,0,7,0,2,0,0,0,29,0,0,6,5,0,0,6,14,2,5,12,0,2,14,11,12,0,0,0,0,0,0,0,0,6,0,0,20,0,23,28,0,0,1,2,0
"Ant332",2,2,0,0,20,2,3,10,28,26,3,3,7,14,30,5,0,0,55,0,14,6,7,1,0,0,8,0,6,4,3,10,3,0,5,0,28,2,10,1,6,6,29,0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,32,0,0,28,3,13,14,2,2,0,4,25,4,0,3,0,0,3,3,0,0,18,3,0,14,0,11,16,0,4,59,9,0
"Ant342",5,22,6,5,0,3,8,11,2,6,8,14,3,5,10,7,1,6,8,2,20,16,22,1,2,8,0,4,5,0,4,0,0,0,11,2,2,3,7,10,3,6,7,6,0,0,14,0,4,0,0,4,0,0,1,10,0,11,1,0,13,0,21,1,2,1,33,16,18,0,2,14,4,0,7,0,0,4,2,4,4,0,5,2,0,4,0,3,7,1,1,2,7,17,17,2
"Ant347",15,45,2,0,18,0,4,7,14,24,16,10,14,7,7,11,0,4,17,2,11,11,14,4,2,2,16,4,10,2,5,10,8,1,2,1,9,3,18,5,7,7,4,1,1,0,23,11,4,1,1,0,2,3,0,3,1,3,0,8,2,0,6,6,0,3,17,7,20,13,5,11,25,7,0,15,1,3,0,0,3,0,2,0,18,8,0,10,3,24,16,1,5,28,2,2
"Ant356",0,0,0,0,47,0,0,0,47,17,0,0,8,17,1,16,0,0,15,0,16,4,3,0,0,0,10,7,0,9,0,35,10,0,0,0,3,8,22,0,18,7,0,0,0,0,16,32,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,5,11,0,19,8,12,4,0,15,0,0,0,0,0,0,0,0,0,23,0,0,38,0,28,31,0,0,0,2,0
"Ant380",1,1,5,4,0,0,0,0,0,0,1,1,0,0,0,0,10,5,0,0,0,2,0,2,5,1,0,0,2,0,3,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,2,2,6,1,12,6,0,22,3,8,1,1,0,0,6,3,0,5,1,1,1,1,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,1,1,1,6,0,0,5,9,3,0,1
"Ant387",10,1,2,0,8,5,12,3,0,6,3,4,0,0,2,2,3,10,2,1,4,9,3,17,4,5,0,3,8,0,12,0,4,5,11,7,5,0,16,5,0,2,11,11,2,4,4,0,4,0,0,5,0,0,0,1,8,16,2,0,8,0,4,4,3,5,2,1,3,0,1,0,3,4,3,0,6,0,0,3,9,10,5,0,0,5,3,2,5,0,0,6,13,2,10,9
"Ant390",5,1,3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,3,0,0,0,0,7,0,0,0,0,10,0,9,0,0,3,0,0,0,8,1,11,1,1,0,5,2,1,2,1,0,1,4,2,3,0,0,0,0,0,2,6,3,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,5,0,3,0,0,10,3,1,3,0
"Ant394",1,0,6,3,0,3,0,3,0,0,4,0,0,3,0,1,0,0,5,3,1,7,1,0,1,10,0,0,13,0,7,0,0,6,5,3,0,0,4,0,0,0,2,1,2,4,0,0,6,12,1,2,0,0,0,3,1,4,6,0,6,0,6,3,0,0,0,3,11,0,2,0,0,4,0,0,0,3,0,0,2,5,1,2,0,4,0,0,1,0,0,0,9,0,2,3
"Ant395",2,6,2,5,0,1,18,2,0,5,4,21,12,5,4,3,5,8,2,9,6,4,2,4,2,10,0,3,6,0,5,0,2,2,6,0,0,0,5,2,0,1,7,5,2,0,0,0,13,2,0,0,2,0,1,7,3,7,6,0,2,1,1,4,1,7,2,5,5,0,3,0,3,4,3,0,0,9,1,2,0,5,7,4,0,5,1,1,8,0,0,2,6,0,9,3
"Ant400",4,6,4,1,0,4,4,2,0,1,10,5,1,0,6,1,2,25,6,3,2,14,0,5,0,3,1,2,2,0,24,0,2,0,8,1,0,4,7,0,1,0,12,4,2,1,1,0,8,0,0,1,4,0,0,1,9,2,7,0,0,0,1,5,2,11,1,8,0,0,1,0,3,0,0,0,1,10,0,5,5,0,1,7,0,0,2,1,16,0,0,6,15,2,16,19
"Ant437",5,2,2,16,0,3,5,1,0,4,9,3,0,4,0,9,1,5,0,0,2,4,2,14,3,7,0,1,5,0,4,0,0,5,11,1,0,2,0,1,0,1,9,9,0,8,8,0,2,1,0,1,4,0,0,16,4,8,0,0,7,0,2,5,3,2,2,3,4,0,0,0,0,5,2,0,0,5,2,1,7,1,0,10,0,5,2,0,0,0,2,6,8,2,2,4
"Ant458",0,1,1,2,0,1,0,0,0,8,2,0,0,1,0,3,2,3,0,8,3,2,2,3,4,0,0,1,2,0,5,0,0,0,0,5,0,0,1,11,0,0,2,0,18,1,1,0,1,6,0,14,1,0,0,0,1,14,0,0,0,0,0,0,10,6,2,1,0,0,4,0,0,2,0,0,0,0,0,2,4,7,10,0,0,1,19,0,5,0,0,1,6,0,3,1
"Ant462",0,17,0,0,11,0,0,4,36,13,1,10,1,4,12,2,0,0,41,0,7,5,7,0,0,0,17,11,1,7,1,3,13,0,0,0,10,33,28,0,8,0,1,0,0,0,30,9,0,0,0,0,0,4,1,0,0,0,0,8,1,0,0,9,0,0,16,3,7,26,8,6,18,0,18,23,0,0,0,0,0,0,0,0,0,5,0,14,0,2,11,0,0,11,0,0
"Ant475",4,24,1,3,1,1,6,13,3,3,7,22,30,12,6,5,0,7,1,3,9,12,7,12,4,3,0,7,9,0,8,0,2,0,16,2,1,1,14,12,1,3,1,3,0,6,16,1,3,4,1,1,0,0,1,8,5,4,0,0,1,1,24,25,2,1,19,22,24,0,2,0,3,4,8,0,1,5,0,4,5,0,5,1,5,0,0,3,6,0,1,5,5,11,8,1
"Ant482",8,5,8,9,0,2,6,3,0,1,0,1,0,2,0,0,1,10,1,3,0,6,0,3,4,8,1,0,9,0,3,0,1,0,1,3,3,0,0,0,0,0,3,2,8,10,0,0,0,6,4,3,3,0,0,0,4,7,1,0,0,0,0,0,4,6,0,2,3,0,0,0,0,0,0,0,1,3,5,0,1,2,2,19,0,0,0,0,3,0,0,3,7,0,9,1
"Ant492",2,16,2,0,43,0,3,11,20,24,6,6,10,21,23,15,1,3,57,0,4,7,8,1,0,2,24,18,3,6,0,12,19,0,1,2,20,20,15,2,17,19,1,2,0,2,16,25,2,0,0,1,0,3,0,1,2,2,0,15,2,0,18,7,0,0,2,9,22,20,5,20,14,3,10,38,1,2,0,0,1,1,0,0,14,3,0,0,1,12,19,0,6,42,1,0
"Ant501",7,27,11,2,0,1,1,6,0,3,6,5,10,4,7,7,0,21,5,4,7,3,12,4,1,3,0,1,16,0,12,0,2,1,12,3,0,0,6,21,2,3,25,1,0,3,8,0,9,12,1,4,0,0,2,29,2,12,0,0,6,4,18,16,2,3,13,4,2,0,8,0,0,7,3,0,6,5,3,1,8,16,0,5,0,6,3,1,0,2,0,0,4,1,8,6
"Ant507",0,17,0,0,11,0,0,11,19,22,3,8,23,25,10,13,2,0,33,0,3,13,18,0,0,0,23,5,1,1,0,20,17,0,1,0,12,9,9,0,6,12,0,1,0,0,14,41,0,0,0,0,0,8,0,0,0,0,0,17,0,0,14,0,0,0,5,16,2,34,3,23,11,1,24,28,0,0,0,0,0,0,0,0,2,0,0,12,2,0,8,1,0,16,0,1
"Ant530",1,8,0,0,29,0,5,0,55,16,0,17,0,16,21,7,0,0,30,0,7,6,24,1,0,1,2,7,1,13,0,27,30,0,0,0,16,22,11,1,14,6,3,2,0,0,19,32,0,0,0,0,0,14,0,0,0,1,0,15,5,0,2,3,0,0,12,4,4,40,27,28,16,1,16,31,0,0,0,0,0,0,2,0,11,1,0,19,0,8,0,0,0,24,1,0
"Ant538",6,7,11,0,1,5,0,2,0,1,2,3,1,0,1,0,2,10,7,7,2,0,0,6,2,16,0,5,19,0,5,0,0,9,2,2,1,0,5,0,0,1,3,2,3,3,2,0,2,4,2,4,2,0,10,6,10,3,0,0,2,34,2,1,1,2,1,2,1,0,1,0,0,2,1,0,5,6,10,0,2,6,6,1,0,5,3,0,0,1,0,0,12,3,6,0
"Ant552",10,7,6,2,0,3,5,4,0,0,6,4,0,2,1,0,5,13,7,4,6,4,1,11,4,5,0,3,2,0,7,0,0,13,11,5,0,1,1,5,1,1,5,1,9,3,1,0,13,14,5,9,7,0,3,5,8,5,1,0,7,5,1,3,11,4,6,3,5,0,2,0,4,7,5,0,9,13,3,9,6,15,8,6,0,5,7,6,4,0,0,12,0,3,14,14
"Ant560",0,24,2,1,38,2,1,11,53,24,6,34,64,34,27,5,2,1,45,0,47,11,5,1,1,1,1,1,1,0,8,6,1,0,8,1,3,2,36,3,13,25,3,5,0,3,21,43,9,0,0,0,1,0,0,3,1,0,0,0,2,0,16,44,0,9,67,18,30,0,13,1,59,17,28,0,3,2,1,0,0,2,2,0,11,11,0,42,1,16,24,3,3,0,6,0
"Ant564",14,11,12,3,1,8,6,15,10,8,9,6,2,3,1,4,0,23,12,9,13,8,3,9,2,8,2,14,6,3,17,0,5,2,15,7,1,0,25,5,6,6,17,6,1,2,5,1,10,2,0,1,0,1,0,0,5,12,3,0,10,0,11,17,3,6,9,11,7,3,17,2,9,17,2,2,0,10,3,2,9,16,2,3,0,8,9,1,8,0,1,6,14,6,0,10
"Ant593",5,2,0,0,1,7,0,19,0,6,7,1,3,4,0,5,0,12,3,13,4,0,0,4,1,13,0,1,5,0,17,0,0,1,3,3,0,0,7,2,1,0,4,5,2,1,0,0,4,1,0,4,0,0,0,1,1,8,0,0,4,0,3,1,2,11,0,4,7,0,1,0,0,2,2,0,1,9,0,3,3,19,4,1,0,1,1,0,6,1,0,0,14,0,10,0
