"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",0,4,5,0,0,4,5,9,12,2,2,14,0,4,0,13,2,5,3,2,1,1,7,6,3,4,7,8,2,1,1,0,0,4,9,2,1,5,0,0,0,5,11,8,3,0,3,0,2,2,1,4,1,0,7,2,5,3,2,2,1,1,4,0,8,0,4,3,1,3,5,1,1,1,6,0,0,0,0,2,3,3,5,7,2,8,0,5,7,5,1,2,4,0,8,3
"Ant255",3,65,0,1,8,0,1,4,12,24,1,20,11,5,14,6,0,4,20,0,11,16,21,2,0,0,18,4,4,7,0,14,4,0,2,3,9,20,19,9,16,8,6,0,2,0,29,26,12,0,0,0,0,21,1,11,1,0,0,25,0,0,17,15,0,4,0,11,21,20,0,20,14,0,17,30,0,14,0,1,0,6,0,3,7,16,2,10,0,28,7,0,2,15,2,4
"Ant257",4,14,0,2,4,0,11,8,11,3,0,6,2,5,0,2,1,9,21,0,16,5,7,7,0,4,13,6,2,13,4,0,2,0,4,1,27,3,0,10,1,6,3,1,6,0,1,8,28,0,0,0,0,3,1,7,1,0,1,8,0,0,23,0,2,3,11,0,5,0,1,9,11,0,6,2,0,6,1,6,4,1,0,4,13,17,3,18,4,13,31,0,5,2,3,2
"Ant289",1,31,5,2,3,6,1,9,32,12,5,26,0,21,0,9,1,4,15,2,7,9,7,4,1,10,3,11,7,4,1,4,3,1,3,2,17,5,0,4,12,12,8,9,5,6,9,18,1,3,2,3,0,5,2,1,2,2,0,10,0,2,24,0,2,1,21,5,0,1,4,2,8,2,5,3,0,2,0,1,0,6,0,4,23,11,1,12,4,12,10,2,4,15,4,3
"Ant294",0,5,0,0,38,0,0,1,8,16,2,0,24,10,12,1,0,4,0,0,1,6,5,0,0,1,20,0,0,21,0,14,17,0,0,0,0,21,18,0,23,0,1,0,0,0,22,84,2,0,0,0,0,13,0,0,0,0,0,29,0,0,0,29,0,3,20,0,1,0,0,0,11,1,2,59,0,0,0,0,0,0,0,0,15,0,0,20,0,20,20,0,0,6,0,0
"Ant298",2,15,4,1,1,0,1,8,6,3,3,3,1,1,0,5,1,23,2,3,7,1,1,3,2,5,9,8,6,10,8,0,2,3,6,2,12,2,0,9,5,7,0,2,2,0,3,0,7,2,4,1,2,0,4,4,3,11,1,5,0,0,4,0,0,5,0,1,4,0,0,4,4,6,1,10,0,11,1,2,3,6,4,6,2,9,5,1,2,8,0,3,11,3,13,1
"Ant324",19,37,2,1,2,1,7,2,9,10,5,7,3,2,0,10,0,8,6,0,22,8,6,2,0,7,2,15,5,4,2,3,8,1,1,0,19,2,1,1,6,5,5,1,8,0,7,5,15,3,3,0,0,0,1,4,2,0,4,13,0,0,8,0,0,1,20,9,2,0,4,0,8,7,15,14,1,18,0,3,0,8,0,11,5,9,9,12,12,1,8,0,1,14,3,0
"Ant332",1,81,0,0,2,1,8,1,11,21,5,16,3,3,1,8,0,2,13,1,7,16,10,1,0,2,22,11,0,14,0,1,1,0,5,1,6,12,1,0,16,8,4,0,0,0,15,6,2,1,0,0,0,0,0,9,1,6,0,12,0,0,4,0,0,1,14,11,8,11,4,8,0,5,0,12,0,5,1,0,0,0,0,0,10,24,0,6,0,18,14,2,2,7,4,13
"Ant342",1,0,1,0,9,3,0,11,0,6,0,0,0,0,0,2,1,0,6,0,8,1,8,2,0,0,0,1,0,1,1,0,0,1,0,0,3,0,0,3,0,0,3,0,1,2,0,4,9,0,0,1,0,1,0,24,2,0,0,0,0,0,10,0,2,1,0,0,2,1,6,7,5,0,4,0,0,3,0,0,0,8,0,3,0,9,0,1,0,1,11,0,3,16,0,0
"Ant347",1,5,0,1,16,1,2,12,10,8,3,3,10,3,15,5,0,1,19,0,15,1,7,3,0,1,19,4,2,17,2,7,7,0,3,0,12,25,1,2,7,2,1,2,0,0,11,10,14,0,0,2,0,3,0,16,1,1,0,13,0,0,25,11,5,6,17,6,5,2,1,15,0,4,0,5,0,0,0,2,0,9,0,4,7,4,0,10,1,20,7,0,4,1,2,0
"Ant356",3,8,0,5,43,0,2,3,9,32,2,17,74,5,7,7,0,2,4,0,5,10,10,1,0,2,11,10,4,41,1,11,4,1,0,0,4,1,10,2,26,15,7,0,0,0,59,33,23,4,1,0,0,2,0,0,2,4,0,30,0,0,0,37,0,0,30,2,3,59,10,14,12,0,5,0,0,3,1,0,0,3,0,0,16,14,5,17,3,5,33,0,2,6,6,0
"Ant380",1,0,2,0,0,2,0,0,0,0,4,1,0,0,0,3,18,0,0,0,0,1,0,1,2,4,0,2,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,14,1,0,4,0,3,2,6,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,1,0,0,2,0,0,0,0,0,4,0,7,0
"Ant387",1,5,0,7,5,2,21,7,11,1,2,5,3,3,0,4,1,9,13,1,4,1,15,8,1,0,3,13,3,12,3,12,0,0,6,0,1,4,0,2,5,0,2,6,6,0,6,2,10,1,2,1,0,1,1,0,1,11,0,12,2,3,10,0,5,0,14,6,2,0,11,18,5,3,0,3,1,0,4,1,2,25,7,25,6,20,1,11,1,5,2,1,7,1,7,9
"Ant390",2,1,16,0,0,0,0,0,0,1,1,0,0,3,0,0,6,2,0,4,0,3,0,2,5,0,1,1,3,0,9,0,0,5,2,5,1,1,0,3,0,0,4,1,2,9,0,0,0,17,4,7,10,0,0,0,1,0,0,0,0,19,0,0,7,0,0,1,0,0,1,0,1,0,0,1,0,4,0,4,0,0,7,1,0,0,2,0,1,0,0,2,5,2,0,2
"Ant394",1,4,4,4,0,0,2,2,0,2,0,1,0,0,0,4,3,3,5,2,0,5,0,3,0,2,0,1,0,2,10,0,0,5,2,12,3,0,0,2,1,2,0,0,12,3,0,1,2,11,0,3,2,0,1,0,2,0,0,0,1,1,4,0,8,2,1,6,1,0,2,3,0,0,2,0,3,1,4,0,1,3,14,0,1,1,9,1,12,0,0,6,4,0,1,1
"Ant395",1,2,0,4,0,0,4,2,0,0,4,3,0,2,0,4,0,7,0,7,0,2,1,5,2,5,1,3,0,0,0,0,0,4,7,2,3,2,0,1,2,2,7,1,0,4,0,0,1,2,4,3,2,0,7,0,0,14,2,0,0,8,1,0,3,3,0,4,0,0,3,0,0,0,0,0,0,2,0,1,0,5,7,0,0,0,1,0,3,1,0,12,1,0,5,0
"Ant400",7,3,2,2,0,5,4,5,2,2,2,9,0,2,0,4,1,6,3,0,5,3,5,3,0,6,0,1,10,0,4,1,0,1,5,2,2,2,0,8,1,2,0,3,3,0,3,1,2,0,10,1,0,5,1,11,0,10,2,0,0,0,9,0,2,3,6,1,6,0,6,8,0,8,9,3,0,25,0,3,5,0,1,5,2,6,7,5,4,4,4,4,7,2,9,5
"Ant437",2,1,5,7,0,0,0,0,0,0,0,4,0,3,0,1,3,4,0,1,0,0,0,3,7,6,0,4,11,0,10,0,1,7,4,3,1,1,0,0,0,1,1,0,5,1,1,1,0,5,1,1,0,0,3,0,4,5,5,0,2,8,0,0,9,5,0,0,0,0,4,0,0,0,0,0,2,7,7,14,7,1,0,3,0,3,2,3,0,1,0,8,10,3,1,9
"Ant458",7,4,4,0,0,0,5,3,8,1,13,3,0,1,0,1,4,2,16,1,3,0,5,15,6,0,3,6,4,2,10,0,0,3,1,0,2,0,0,0,5,0,4,2,0,2,0,0,2,5,2,3,4,2,2,2,1,7,20,1,0,1,1,0,2,7,3,4,4,0,6,11,0,3,4,0,1,25,1,0,0,5,3,0,5,6,1,6,4,1,3,1,5,1,4,3
"Ant462",4,31,1,1,14,1,5,9,10,22,3,19,5,3,11,3,0,9,9,3,13,13,5,3,0,3,8,4,3,9,3,5,16,0,0,0,8,18,18,6,23,1,7,2,0,2,18,20,19,4,3,1,0,22,0,0,0,2,1,9,1,0,9,14,2,2,7,13,23,15,2,5,10,0,7,16,0,6,0,1,0,2,0,5,0,13,7,12,2,28,13,1,5,16,4,4
"Ant475",11,31,0,1,0,3,14,11,24,8,6,3,7,8,0,10,0,4,6,1,22,9,12,2,0,4,12,13,7,11,1,2,11,0,8,0,27,0,1,5,4,9,6,1,2,0,17,2,38,1,1,0,2,0,1,3,2,1,1,6,0,0,17,0,0,8,16,17,11,0,9,9,24,9,4,14,0,20,0,1,0,6,3,6,13,0,3,4,5,25,10,1,1,8,1,8
"Ant482",3,4,7,22,1,9,3,2,0,5,5,5,2,2,0,5,7,12,0,3,0,4,7,5,1,6,2,2,8,0,4,1,0,5,3,6,5,3,0,2,2,5,1,8,14,0,0,1,2,15,3,3,0,1,5,0,2,5,15,1,0,2,2,0,3,0,2,3,1,0,5,9,0,0,0,5,2,1,2,9,1,7,2,1,7,3,0,0,6,7,0,2,3,2,10,1
"Ant492",3,18,4,0,15,3,6,2,13,16,3,16,8,13,7,6,0,10,2,0,3,8,6,1,3,7,18,7,2,10,1,9,29,0,1,1,4,24,12,2,16,1,4,2,2,0,50,28,3,0,1,0,0,9,10,0,1,0,0,17,0,0,5,13,0,5,10,18,12,20,1,12,6,1,10,17,0,11,0,1,0,5,3,6,12,4,0,0,0,15,9,0,1,9,2,1
"Ant501",6,0,0,4,0,0,7,6,0,6,1,3,0,0,0,5,1,10,12,0,1,5,3,38,1,7,3,8,1,0,16,0,7,1,8,2,21,2,0,4,2,2,11,1,1,3,0,2,5,4,1,2,0,2,3,0,12,8,7,2,4,0,1,0,8,7,0,4,4,0,2,12,0,0,1,3,0,1,1,12,3,4,0,4,2,5,6,0,0,0,1,2,7,6,1,1
"Ant507",17,90,6,0,17,7,6,20,34,39,4,1,15,16,16,13,4,3,9,3,8,9,10,0,1,5,23,2,0,26,1,10,25,0,5,1,12,66,3,5,37,4,7,4,5,0,52,23,37,0,1,0,0,26,2,0,3,0,0,14,1,0,0,55,0,5,28,13,12,20,8,1,18,1,20,5,0,5,0,0,1,4,1,1,28,25,7,15,0,0,16,2,1,4,3,2
"Ant530",0,15,0,0,9,2,4,0,42,12,3,2,1,1,3,8,1,1,10,0,9,4,7,0,0,1,5,1,0,4,0,6,9,0,3,0,10,12,8,2,5,1,11,2,0,0,18,9,12,0,0,0,0,8,2,11,2,0,0,15,0,0,6,5,1,1,7,31,10,20,0,8,14,11,7,33,0,2,0,0,0,4,0,3,13,10,0,9,1,16,0,0,0,9,0,0
"Ant538",4,5,11,0,0,1,0,0,0,2,3,2,1,3,0,2,6,2,0,7,1,1,3,7,5,9,0,1,0,0,4,0,1,10,2,3,1,0,0,1,0,0,3,7,5,2,3,0,1,3,4,1,5,0,14,0,3,4,0,0,8,15,0,0,4,2,0,0,2,0,3,0,2,0,0,0,0,1,2,6,12,4,8,1,1,1,2,0,2,2,0,0,8,1,11,5
"Ant552",6,4,9,7,0,6,8,4,3,3,0,24,3,5,0,4,8,15,6,10,10,8,1,10,0,5,2,5,6,1,2,0,1,7,9,5,4,5,0,13,2,3,6,13,6,1,9,0,8,7,2,9,1,0,10,14,15,14,4,1,9,2,8,0,5,4,2,5,4,0,11,1,2,3,4,2,4,7,5,4,1,7,10,5,5,1,3,1,7,1,0,8,0,4,4,28
"Ant560",7,33,0,1,8,3,6,13,39,10,11,11,4,13,0,8,2,6,6,1,14,12,2,1,1,2,11,9,9,12,3,0,6,0,7,4,19,8,0,2,6,13,4,2,5,0,17,14,5,2,5,7,1,2,1,2,1,3,0,27,1,1,6,0,2,0,15,2,15,6,3,14,7,16,1,6,0,1,2,0,0,2,3,1,16,8,2,9,6,4,9,1,4,0,2,3
"Ant564",5,10,7,10,0,2,3,5,0,2,4,6,0,5,0,9,10,10,5,9,4,8,1,14,5,4,0,5,12,1,8,4,0,0,5,3,1,4,0,2,2,4,17,3,1,0,5,0,4,6,6,10,1,0,13,5,18,11,0,5,1,2,10,0,5,8,2,3,4,0,13,3,4,0,2,6,7,7,0,1,5,9,1,4,4,1,10,2,1,3,0,11,4,2,0,6
"Ant593",2,7,7,6,1,1,3,6,4,3,0,0,0,4,0,1,6,7,4,9,5,6,1,5,0,2,2,4,2,0,4,0,0,13,3,3,8,1,0,2,1,1,3,8,3,1,1,5,8,2,1,3,3,0,3,0,5,4,1,5,0,1,1,0,2,3,4,2,3,0,1,0,13,0,0,0,0,9,2,1,0,5,9,3,4,8,1,1,1,2,0,5,28,3,6,0
