"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",1,2,0,11,12,8,3,4,1,7,8,4,0,3,0,3,2,2,6,3,0,8,1,3,4,6,1,12,2,1,18,0,4,3,2,2,2,5,6,0,0,9,8,1,2,2,6,0,7,3,0,0,0,7,1,0,6,8,2,0,2,2,12,0,4,0,1,4,3,0,9,4,0,0,2,0,0,7,3,2,4,5,1,4,13,7,2,0,8,0,3,1,3,5,9,3
"Ant255",0,41,1,1,33,0,1,10,10,50,3,78,53,16,6,4,0,1,9,0,2,8,6,6,0,1,22,3,5,12,0,5,19,0,8,1,3,5,22,4,15,1,1,4,0,0,6,7,0,0,0,0,0,26,1,12,0,0,0,31,0,0,2,23,0,1,0,0,24,43,3,41,3,4,11,53,0,2,0,0,1,1,0,0,9,34,0,29,0,15,7,0,0,22,0,0
"Ant257",16,29,0,9,12,1,20,7,12,3,4,10,0,8,1,15,2,9,14,0,1,6,12,10,1,8,5,12,1,1,2,3,16,0,1,1,15,8,3,35,4,5,14,3,1,0,0,2,1,1,1,0,0,1,2,6,6,2,1,0,6,1,15,0,1,4,0,0,13,0,10,19,0,0,12,7,3,2,1,1,10,1,3,3,6,25,3,7,1,0,13,2,6,2,3,3
"Ant289",4,32,2,1,17,3,4,13,25,10,5,13,0,4,2,9,1,4,24,1,2,10,4,1,1,2,6,7,5,2,5,1,16,0,13,0,20,6,14,11,5,7,6,2,6,2,9,1,0,0,1,2,0,5,2,9,11,17,2,0,2,2,15,0,1,3,24,13,0,0,9,9,0,0,19,5,1,1,0,0,5,2,0,4,9,5,8,0,2,0,9,1,2,8,7,2
"Ant294",0,0,0,0,67,0,0,0,24,9,0,0,19,17,8,1,0,0,0,0,0,5,4,0,0,0,17,7,0,24,0,35,10,0,0,0,0,3,20,0,28,0,5,0,0,0,18,21,0,0,0,0,0,8,0,0,0,0,0,59,0,0,0,13,0,0,43,0,0,0,0,6,31,0,6,69,0,0,0,0,0,0,0,0,21,0,0,30,0,34,4,0,0,0,0,0
"Ant298",1,31,3,2,17,2,3,17,27,17,9,20,0,1,0,9,2,19,13,1,3,9,1,8,3,2,1,16,1,6,14,1,10,2,12,4,7,7,9,2,0,5,10,0,3,2,15,6,6,5,1,1,0,21,0,3,5,6,0,3,6,6,10,0,2,9,3,10,9,0,0,12,0,1,1,7,0,5,0,1,4,2,2,2,8,3,2,0,6,0,17,1,3,11,13,3
"Ant324",4,92,1,0,40,2,2,13,46,8,5,53,4,16,6,6,1,8,19,0,0,0,13,1,0,9,25,3,0,6,2,1,5,0,8,0,14,1,18,15,10,0,13,3,0,0,20,2,0,1,4,0,3,4,4,11,2,1,11,22,0,0,8,7,1,4,41,19,9,6,12,0,15,1,10,33,0,2,0,6,4,1,0,2,9,33,2,11,0,16,15,0,1,5,1,3
"Ant332",0,0,0,0,28,0,0,0,18,29,0,0,17,9,4,2,0,0,0,0,0,6,8,0,0,0,4,3,0,24,0,17,6,0,0,0,0,16,0,0,11,0,11,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,25,0,0,3,0,0,31,0,15,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,18,0,15,8,0,0,0,0,0
"Ant342",1,1,3,0,0,0,0,1,0,0,7,0,0,0,0,0,9,2,0,5,17,1,0,2,2,9,0,0,6,0,0,1,6,0,4,0,0,0,1,10,0,4,2,1,0,0,0,0,0,1,0,0,2,0,6,0,2,3,2,0,0,1,0,0,11,0,4,0,0,0,1,1,0,0,9,0,3,6,10,5,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,3
"Ant347",10,20,1,2,16,9,14,7,20,12,4,14,0,13,3,12,3,5,26,1,0,2,15,5,0,2,8,4,5,0,0,2,6,0,20,0,12,2,13,6,2,3,24,0,3,2,6,12,0,3,3,0,0,2,2,7,6,7,0,4,5,0,20,3,2,2,11,12,19,6,1,10,0,9,0,7,3,1,0,1,9,4,1,1,4,23,2,14,3,0,21,1,1,7,3,0
"Ant356",0,10,0,1,227,0,0,1,91,33,0,12,20,14,7,5,0,2,3,0,0,11,8,1,0,0,11,11,2,40,0,25,11,0,0,0,0,4,6,0,57,1,4,0,0,0,48,7,0,0,0,0,0,20,0,0,0,3,0,55,0,0,0,38,0,0,53,7,5,69,7,33,23,0,7,0,0,0,0,0,7,0,1,0,31,5,0,13,0,9,29,4,0,8,1,0
"Ant380",2,2,9,0,1,3,2,0,0,2,0,0,0,0,0,2,12,1,2,2,0,0,0,2,0,0,0,1,6,0,1,0,0,15,3,5,1,0,1,1,0,1,8,7,4,2,0,0,2,7,1,2,4,0,1,9,7,1,0,0,0,28,3,0,15,0,0,3,1,0,0,0,0,3,3,0,0,0,7,1,4,1,1,1,0,0,4,0,4,0,0,13,5,0,1,2
"Ant387",16,5,5,5,18,13,3,1,2,2,16,3,0,0,0,13,2,8,6,7,4,6,1,5,3,10,2,7,5,2,8,3,14,0,7,0,3,3,4,3,2,2,17,6,6,2,6,0,13,4,2,5,1,0,10,0,3,8,3,0,1,4,13,0,0,7,2,2,1,0,5,2,0,6,1,0,0,0,1,8,2,7,3,5,8,4,1,0,8,0,8,2,10,4,14,3
"Ant390",2,0,3,1,1,0,0,1,0,0,0,2,0,0,0,0,16,7,7,5,0,1,2,3,8,1,0,0,2,0,1,0,1,2,0,1,3,0,0,0,3,1,3,5,1,2,0,0,2,4,3,5,3,0,1,10,5,0,3,0,1,6,0,0,1,3,0,1,0,0,0,0,0,10,0,0,7,1,0,3,3,0,15,1,2,1,2,0,4,0,1,3,2,1,2,4
"Ant394",2,1,2,1,1,3,3,1,1,0,0,2,0,0,0,3,4,4,4,1,0,2,0,6,1,4,3,4,9,0,4,0,2,3,9,1,7,3,1,3,0,0,9,17,3,5,3,0,1,5,2,0,2,0,3,11,3,5,2,0,3,12,0,0,7,2,0,1,0,0,1,6,0,5,1,0,1,8,3,0,8,2,5,1,1,2,14,0,2,0,3,5,7,5,4,0
"Ant395",0,4,5,5,4,4,3,3,2,1,3,1,0,2,0,4,2,14,7,1,1,3,2,4,5,12,1,0,1,0,1,1,2,0,4,0,4,1,8,5,2,2,4,1,1,1,0,0,0,3,3,8,3,4,4,8,3,6,1,0,4,3,3,0,3,4,1,10,5,0,4,4,0,0,9,7,4,2,3,8,0,6,3,11,1,2,9,2,4,0,5,1,4,1,5,5
"Ant400",2,13,0,1,1,1,2,15,1,12,0,1,0,2,0,6,3,14,2,5,2,5,13,10,0,8,1,9,3,2,11,2,9,0,9,1,6,3,0,1,3,1,4,1,2,2,1,1,4,1,0,5,0,0,1,2,0,6,4,0,1,1,6,0,0,5,1,1,2,0,2,1,0,0,4,0,1,7,0,2,6,0,3,2,4,3,5,0,1,0,1,0,6,3,16,10
"Ant437",7,7,7,7,4,9,0,0,1,3,0,0,0,0,0,1,8,12,5,11,0,1,1,9,21,11,0,5,10,1,12,0,7,11,1,2,1,1,3,5,0,0,7,0,3,2,1,1,1,4,7,2,3,1,0,1,1,5,3,1,1,1,0,0,5,1,0,3,0,0,2,0,0,1,1,1,1,3,15,5,3,3,0,3,0,3,2,1,7,0,2,8,6,2,3,1
"Ant458",11,5,3,1,1,7,17,1,0,0,6,0,0,0,6,1,13,4,0,6,2,6,1,5,2,8,0,0,5,0,0,0,5,1,9,1,2,0,2,2,1,3,5,0,6,1,2,1,0,2,3,0,1,0,6,8,5,6,0,0,0,3,1,0,2,4,0,3,4,0,2,2,0,1,1,0,1,5,1,1,11,2,3,0,0,1,3,1,0,0,2,3,1,0,1,0
"Ant462",1,12,4,1,20,0,4,6,28,23,5,16,6,3,14,13,0,14,5,1,3,19,19,3,1,3,17,16,0,23,4,4,8,0,2,1,4,11,11,0,16,4,7,0,0,0,38,13,0,0,0,0,0,8,3,3,3,5,0,18,3,0,3,8,0,13,9,6,9,21,8,9,4,0,4,31,0,8,2,1,1,4,0,0,0,13,0,8,1,11,12,0,2,24,0,0
"Ant475",5,29,4,1,56,0,10,22,50,24,17,48,0,6,4,17,1,6,30,1,17,13,7,6,1,3,1,9,6,2,0,2,4,0,3,3,5,1,9,17,7,4,24,0,0,1,9,20,0,0,0,0,0,0,0,5,7,9,3,27,2,0,17,0,2,7,34,25,5,0,3,33,0,0,23,5,0,4,1,2,2,3,3,1,13,0,2,3,0,0,17,4,4,19,2,0
"Ant482",2,6,11,0,0,3,3,7,0,1,10,1,0,0,0,0,7,6,7,8,0,3,2,3,1,5,0,2,6,0,4,0,2,1,4,3,4,0,0,1,1,1,3,5,3,4,0,0,0,2,5,12,3,0,18,1,8,16,4,0,2,4,7,0,9,2,0,3,8,0,2,2,0,0,2,0,4,1,2,14,9,5,2,3,0,2,0,0,0,0,3,0,5,0,2,3
"Ant492",6,5,0,0,29,0,0,2,13,16,0,26,17,28,12,12,0,2,18,0,2,5,13,1,0,1,4,8,1,23,0,9,19,0,0,0,0,9,11,0,24,3,6,0,0,0,12,18,0,0,0,0,0,26,1,0,0,1,0,26,0,0,3,20,0,0,29,7,0,30,0,11,18,0,14,13,0,0,0,0,2,0,1,1,8,3,0,0,0,18,9,0,0,11,0,0
"Ant501",4,1,7,7,2,0,5,0,0,6,11,0,0,2,0,1,3,7,4,10,1,4,0,21,1,9,0,5,4,0,8,0,0,2,2,8,5,2,0,8,0,0,2,3,9,0,1,0,13,4,0,1,1,0,4,4,17,14,0,0,6,0,18,0,1,8,0,1,2,0,6,0,0,1,3,0,4,8,4,2,4,1,7,0,1,0,0,0,0,0,0,2,7,1,6,2
"Ant507",0,0,0,0,15,0,0,0,19,13,0,0,10,37,38,3,0,0,0,0,0,6,11,0,0,0,15,14,0,31,0,15,13,0,0,0,0,23,17,0,11,0,3,0,0,0,33,15,0,0,0,0,0,13,0,0,0,0,0,34,0,0,0,33,0,0,15,0,0,34,0,16,15,0,0,9,0,0,0,0,0,0,0,0,11,0,0,18,0,0,6,0,0,0,0,0
"Ant530",7,31,1,4,25,1,6,7,31,16,4,26,2,7,9,10,1,8,18,0,1,23,14,4,2,7,17,15,2,3,1,12,5,0,3,0,2,17,2,4,11,4,33,1,0,0,16,12,0,0,0,0,0,1,2,0,6,3,1,9,7,2,4,0,0,3,7,13,9,4,17,15,8,0,21,29,0,8,1,3,5,1,2,2,12,17,3,9,0,6,0,1,0,16,1,1
"Ant538",1,2,19,7,1,2,0,4,0,0,0,1,0,1,0,1,7,3,3,9,2,4,1,11,7,3,0,1,8,0,8,0,0,6,4,3,2,3,1,2,1,0,1,0,3,0,0,0,6,18,2,3,29,0,5,4,5,1,3,1,1,14,1,0,10,1,0,2,1,0,1,0,0,0,1,4,13,2,3,5,1,0,8,3,0,4,0,0,2,0,1,0,9,0,2,6
"Ant552",6,3,8,9,3,0,0,4,2,0,3,5,0,0,0,4,6,10,6,14,0,2,0,5,5,4,3,3,5,0,15,0,4,15,5,6,2,0,1,2,3,2,5,8,10,6,4,0,3,18,5,22,6,0,11,7,16,5,7,0,9,17,10,0,12,3,0,6,2,0,3,1,0,1,1,0,5,10,2,7,4,6,6,1,2,4,5,0,7,0,0,9,0,0,10,7
"Ant560",5,14,1,0,154,0,1,6,191,25,6,18,0,20,2,5,1,5,13,1,21,6,5,0,0,2,4,13,1,9,1,5,2,1,2,0,2,4,6,0,9,40,10,0,1,0,8,11,0,1,0,1,0,3,1,1,1,0,0,8,2,1,4,0,0,5,22,2,8,0,11,5,0,2,7,8,0,4,1,5,1,3,2,0,24,19,0,11,1,0,16,0,0,0,5,0
"Ant564",4,12,5,8,4,3,9,7,0,3,3,4,0,0,0,9,8,11,4,3,3,10,0,9,3,1,1,9,10,1,5,1,4,0,5,1,12,3,9,10,6,6,11,9,5,1,7,1,7,5,2,8,1,0,3,7,1,4,1,0,4,1,4,0,6,9,0,3,7,0,13,1,0,0,3,1,1,14,2,4,5,16,3,1,0,2,2,0,6,0,1,2,10,5,0,8
"Ant593",2,8,4,12,8,7,1,2,0,3,0,2,0,0,0,4,3,6,5,2,0,1,2,4,2,2,0,5,1,0,6,0,0,0,5,4,2,6,3,2,0,2,3,1,5,2,1,0,3,5,3,1,4,0,0,3,0,5,1,0,0,1,3,0,1,3,0,3,2,0,3,3,0,3,0,0,2,3,4,0,5,10,1,0,0,0,3,0,2,0,1,6,7,0,8,0
