"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",7,2,4,3,1,12,3,7,0,4,4,6,0,1,0,3,7,4,4,1,2,4,0,7,2,11,0,9,5,0,4,0,0,4,2,2,7,1,0,2,3,0,5,1,7,3,1,0,2,5,3,4,3,0,0,0,3,13,1,0,0,0,4,1,2,0,0,4,1,0,15,0,0,2,3,0,3,6,0,2,8,15,0,1,4,7,0,3,1,0,0,11,8,0,7,11
"Ant255",0,45,0,0,36,1,3,3,24,17,8,8,19,41,21,17,0,0,26,1,1,1,17,0,0,0,23,9,0,4,0,33,15,3,2,0,19,2,3,3,19,9,0,0,0,0,5,28,5,0,2,0,0,8,0,1,0,0,0,9,11,0,17,25,0,0,0,17,19,35,12,7,29,9,36,33,0,0,2,0,0,0,0,11,3,2,6,7,0,22,8,0,0,54,0,0
"Ant257",2,64,0,0,18,1,10,17,8,23,13,17,0,17,6,21,0,7,41,2,14,9,9,7,0,0,6,6,0,0,4,8,4,2,7,1,4,1,5,2,3,5,12,6,0,0,11,1,7,0,0,2,0,0,0,11,5,4,1,0,6,0,19,5,2,4,17,0,25,1,9,11,0,13,14,0,0,4,0,8,6,10,0,11,4,32,2,21,3,12,10,3,1,20,7,1
"Ant289",2,126,0,0,36,0,8,20,6,22,14,31,11,35,4,18,1,4,57,3,27,8,3,3,0,0,4,5,0,0,2,5,8,0,4,0,3,0,3,8,10,5,10,0,0,0,30,21,5,0,0,3,0,5,0,2,1,4,0,4,3,0,28,6,0,1,19,25,0,4,26,9,2,12,14,7,0,0,0,1,1,3,2,1,26,13,2,35,0,2,14,0,2,30,6,0
"Ant294",0,0,0,0,54,0,0,0,32,15,0,0,25,18,9,13,0,0,2,0,27,1,12,0,0,0,9,9,0,5,0,19,11,0,0,0,3,6,27,0,6,7,0,0,0,0,15,41,0,0,0,0,0,4,0,0,0,0,0,50,0,0,0,23,0,0,35,1,4,0,10,11,15,0,15,8,0,0,0,0,0,0,0,0,28,0,0,14,0,47,31,0,0,0,0,0
"Ant298",2,49,6,1,19,6,5,16,15,19,7,15,3,10,8,2,2,3,25,0,14,12,6,9,3,8,21,12,4,8,7,6,9,5,5,7,6,11,12,9,17,2,13,6,3,6,22,15,7,3,2,1,2,4,0,0,6,12,7,8,10,0,4,0,2,15,12,9,26,10,0,7,6,8,1,15,0,13,4,1,5,16,3,10,21,8,3,10,2,9,5,0,2,28,9,3
"Ant324",1,30,4,1,20,1,10,11,17,5,22,17,0,19,12,8,0,3,30,7,22,12,14,12,2,2,7,7,4,10,4,6,22,0,9,2,23,15,24,5,6,4,1,6,0,0,6,32,2,0,0,0,0,12,0,1,5,0,1,3,1,0,10,9,0,0,7,11,9,11,7,0,23,27,8,15,0,0,0,0,1,3,6,1,8,9,1,5,2,15,8,0,1,17,0,1
"Ant332",0,0,0,0,23,0,0,0,18,2,0,0,15,36,4,7,0,0,1,0,11,0,8,0,0,0,5,5,0,0,0,14,1,0,0,0,10,3,8,0,6,2,0,0,0,0,4,23,0,0,0,0,0,18,0,0,0,0,0,35,0,0,0,19,0,0,29,0,2,15,6,23,0,0,14,22,0,0,0,0,0,0,0,0,8,0,0,2,0,41,11,0,0,0,0,0
"Ant342",1,31,2,1,4,7,32,5,4,9,5,11,0,16,3,7,0,0,43,7,46,16,1,9,2,9,0,1,1,0,8,0,1,3,9,8,8,1,4,6,2,3,2,4,0,4,7,0,17,0,1,0,0,0,2,7,3,2,2,0,6,0,28,10,3,2,9,13,12,0,8,27,0,0,6,0,0,10,0,2,7,2,13,5,1,7,3,5,12,0,0,1,27,9,6,0
"Ant347",0,15,0,1,25,0,8,2,28,32,3,10,18,19,28,15,0,0,11,0,15,3,13,0,0,0,7,14,0,5,5,17,14,0,4,0,11,5,20,1,16,4,15,0,0,0,7,14,1,0,0,0,0,15,0,1,0,3,0,17,2,0,5,29,0,3,36,14,14,15,1,8,14,6,0,76,0,2,0,1,0,1,0,0,16,11,0,11,2,39,14,0,1,15,15,3
"Ant356",0,0,0,0,75,0,0,0,52,7,0,0,51,30,6,11,0,0,3,0,35,0,21,0,0,0,11,9,0,1,0,57,12,0,0,0,8,17,26,0,7,9,0,0,0,0,9,31,0,0,0,0,0,17,0,0,0,0,0,37,0,0,0,18,0,0,33,0,7,8,15,15,22,0,76,0,0,0,0,0,0,0,0,0,25,0,0,30,0,26,15,0,0,0,0,0
"Ant380",0,0,14,5,0,0,0,1,0,1,1,0,0,0,0,0,16,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,4,1,0,4,0,0,1,2,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,6,7,0,0,0
"Ant387",2,6,5,5,1,2,10,3,1,10,1,1,0,1,0,1,0,5,5,2,1,2,0,7,2,7,0,7,4,0,19,1,2,1,12,1,2,1,0,17,2,0,5,4,6,6,0,0,2,1,1,0,0,0,0,0,0,6,1,0,0,0,1,1,4,6,0,4,0,0,13,0,0,10,2,0,0,0,0,4,13,11,4,2,0,11,0,4,3,0,2,2,6,0,13,12
"Ant390",0,1,10,1,0,1,0,3,0,2,1,1,0,2,0,2,2,2,1,1,0,1,0,2,0,6,1,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,8,3,4,2,0,0,0,5,0,2,2,0,0,0,10,0,0,0,1,1,1,0,3,0,2,0,0,0,4,0,0,0,0,0,2,0,0,2,0,1,5,4,0,3,0,0,0,0,0,2,10,0,6,2
"Ant394",0,2,11,2,0,2,2,1,0,1,1,1,1,0,0,0,1,12,0,1,1,3,0,3,0,6,0,0,2,0,1,0,1,3,10,2,0,0,0,0,2,0,5,3,1,0,2,0,2,3,4,3,1,0,1,2,0,4,1,0,1,0,5,3,4,2,0,8,1,0,1,0,0,2,1,0,1,4,2,0,3,2,6,1,0,2,1,0,10,0,0,4,9,0,1,4
"Ant395",2,4,2,1,2,4,3,2,2,6,1,1,0,1,0,7,0,9,0,1,3,5,0,7,0,14,0,0,4,0,8,0,1,9,6,0,4,0,0,2,3,1,4,3,14,0,2,0,26,4,0,7,0,0,0,12,7,14,0,0,4,0,3,0,2,8,0,6,1,0,5,1,0,7,0,0,0,13,0,3,0,0,7,8,0,3,5,4,2,0,0,6,3,0,7,2
"Ant400",1,13,5,3,1,4,2,14,0,4,3,2,0,5,0,6,0,22,6,1,4,8,0,11,3,2,0,3,2,0,6,0,0,5,4,0,3,1,3,1,1,0,5,6,0,1,4,0,2,1,1,0,0,0,0,0,1,6,1,0,0,0,2,0,2,15,0,10,3,0,16,3,0,2,1,0,0,11,1,2,0,0,2,1,3,6,6,4,6,0,0,3,4,0,22,5
"Ant437",0,0,2,7,4,5,3,1,0,2,3,3,0,1,0,1,1,4,13,12,3,6,0,2,0,5,0,4,15,0,3,1,0,10,3,11,0,0,2,2,0,3,1,4,0,0,0,0,8,1,1,5,1,0,2,5,12,4,0,0,6,0,7,1,0,0,0,0,2,0,3,6,0,13,0,0,0,4,5,6,7,2,0,4,0,11,0,1,11,0,1,3,6,0,1,2
"Ant458",5,10,3,5,1,1,1,2,0,4,15,1,0,5,0,1,0,10,0,0,0,2,1,5,3,12,0,0,1,0,1,6,3,6,0,24,5,0,0,4,0,1,5,1,3,3,0,0,3,2,0,0,0,0,0,0,5,3,0,0,0,0,11,0,2,1,11,11,1,0,10,1,0,5,0,0,0,2,4,1,8,1,4,0,0,0,1,0,5,0,9,6,4,0,2,3
"Ant462",1,44,0,0,33,0,0,5,18,17,4,4,8,15,9,5,0,2,17,0,8,22,6,0,0,1,15,11,0,12,1,24,11,0,1,0,6,12,19,6,15,5,1,1,1,0,27,30,1,0,1,2,0,19,1,0,1,0,1,20,1,0,4,12,0,4,3,4,26,28,21,8,8,1,16,25,1,0,0,0,0,3,0,0,0,14,0,15,0,14,13,0,1,33,3,0
"Ant475",1,48,2,2,9,0,10,10,25,16,8,7,0,12,0,10,2,6,10,2,19,12,12,2,1,1,7,1,2,0,6,10,2,2,6,9,5,5,8,6,3,10,9,1,1,2,7,2,7,1,1,1,0,0,4,6,2,2,1,0,16,0,1,20,1,7,2,32,13,0,8,9,0,7,11,0,0,11,3,2,3,6,11,0,14,0,0,24,2,5,3,2,6,3,16,5
"Ant482",4,5,4,11,0,0,10,2,1,5,4,2,0,2,0,2,0,3,4,3,3,1,0,5,3,8,0,1,6,0,10,0,0,12,1,4,4,0,0,11,1,0,4,3,3,3,1,0,7,4,1,7,1,0,1,5,6,2,1,0,2,0,2,0,6,0,6,2,2,0,3,1,0,3,0,0,0,0,0,1,5,6,0,1,0,0,0,0,15,0,0,2,4,1,3,5
"Ant492",8,83,0,1,28,1,8,21,14,39,14,17,16,15,14,13,0,1,24,3,15,12,9,5,0,3,13,5,2,2,4,11,5,0,10,0,18,11,11,7,13,6,1,0,0,0,11,15,1,2,0,0,0,7,0,4,3,7,3,13,1,0,15,27,0,3,7,21,35,14,10,5,2,5,11,30,0,4,0,0,4,4,1,0,15,24,0,0,0,25,11,0,0,31,3,0
"Ant501",1,5,12,9,1,11,2,12,2,0,3,4,0,1,5,3,3,9,24,11,1,3,1,5,1,3,0,1,7,0,6,0,0,7,4,1,0,0,0,3,0,0,24,2,3,5,4,0,8,6,0,4,1,0,9,20,4,8,0,0,0,0,4,3,4,1,0,3,0,0,2,2,0,12,2,0,2,3,0,10,2,6,11,5,0,2,15,0,0,2,0,1,4,1,3,5
"Ant507",0,0,0,0,34,0,2,0,32,5,5,0,28,24,37,17,0,0,6,0,17,14,12,15,0,0,12,22,0,8,0,29,3,0,0,0,7,29,51,7,22,8,0,0,0,0,21,34,0,0,0,0,0,12,0,3,0,0,0,39,0,0,0,41,0,0,22,12,2,47,9,15,41,0,39,26,0,0,0,0,0,0,0,0,14,5,0,25,2,0,20,0,0,9,0,0
"Ant530",1,2,1,0,45,0,7,7,29,16,5,8,9,3,14,11,0,0,6,0,12,3,18,0,0,0,17,5,0,17,1,19,20,3,2,0,5,15,19,3,14,2,3,3,0,0,3,10,0,0,0,0,0,4,0,0,0,1,0,14,0,0,0,3,0,0,8,10,14,31,5,8,11,0,14,15,0,2,0,0,0,0,1,9,13,3,0,11,0,20,0,0,1,5,3,0
"Ant538",3,2,0,3,0,7,0,2,0,3,3,4,1,0,0,0,5,3,0,1,0,4,0,2,3,6,0,0,0,0,4,0,0,1,1,2,2,0,0,3,0,0,3,3,1,3,0,0,3,2,6,1,0,0,0,0,3,10,0,0,2,8,1,1,6,11,0,3,0,0,0,0,0,1,0,0,6,2,2,4,6,3,3,6,0,2,2,0,1,0,0,0,9,1,3,2
"Ant552",8,1,8,2,1,5,12,7,0,2,2,6,0,4,0,0,5,12,0,2,2,4,1,2,5,27,1,0,7,0,9,0,0,9,0,3,2,1,0,8,0,5,4,11,15,4,0,0,6,4,0,1,9,0,21,3,3,5,8,0,11,52,2,1,9,8,0,1,2,0,2,1,0,27,1,0,7,6,10,9,3,4,6,4,1,6,4,0,4,0,1,9,0,1,4,9
"Ant560",0,46,2,0,66,0,3,5,52,26,2,4,8,38,6,15,0,0,58,0,43,19,7,5,0,0,2,7,4,0,4,19,1,2,3,0,1,5,22,2,3,15,10,1,1,1,32,18,0,1,0,2,1,0,0,1,1,0,1,0,11,0,7,15,0,0,54,20,30,0,28,17,0,9,15,0,0,0,0,0,0,0,0,0,33,3,1,31,1,9,5,1,1,0,2,1
"Ant564",3,8,3,1,5,1,6,19,1,7,4,3,0,6,2,4,2,7,9,1,4,5,1,5,0,7,0,13,22,0,11,1,2,2,9,5,5,1,0,12,1,6,7,5,6,1,2,0,6,1,2,4,0,0,2,0,10,10,0,0,2,0,9,0,4,7,0,7,6,0,9,0,0,6,15,0,0,13,6,1,7,22,1,2,3,16,3,3,3,0,3,3,4,2,0,1
"Ant593",1,4,2,2,1,5,0,3,0,4,0,0,0,1,0,0,1,22,0,1,0,2,1,3,2,7,0,2,1,0,15,0,2,1,3,0,1,1,3,1,0,0,4,3,2,7,0,0,2,2,0,3,0,0,0,0,5,6,0,0,8,0,0,0,1,11,0,1,0,0,3,1,0,0,3,0,0,12,2,4,2,5,2,3,0,5,5,0,5,0,0,2,9,1,1,0
