"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",1,5,3,4,6,7,4,7,0,5,2,5,0,5,0,5,2,4,10,1,2,2,7,4,4,4,2,4,2,0,6,2,5,1,4,3,5,0,3,4,2,2,7,15,1,3,1,0,3,0,1,0,0,0,3,7,0,5,0,0,6,0,7,2,3,0,0,2,4,0,4,12,0,0,2,0,0,10,1,6,1,1,3,12,0,1,4,5,15,0,0,1,8,3,3,2
"Ant255",1,0,0,0,46,0,0,5,21,8,0,4,31,14,48,9,0,0,0,0,3,5,7,0,0,3,11,2,0,7,0,1,5,0,0,0,6,3,11,1,14,5,11,0,0,0,46,62,0,0,0,0,0,10,2,0,4,0,0,49,3,0,0,4,0,0,0,1,3,61,1,11,47,0,14,33,0,0,0,0,0,0,1,0,20,0,0,11,0,12,19,0,0,3,0,0
"Ant257",9,30,1,1,12,3,14,28,12,5,8,17,0,39,0,26,0,2,30,1,8,2,7,1,1,24,10,1,1,0,6,3,17,0,3,1,22,0,11,12,8,6,6,1,12,2,4,0,1,0,0,0,0,7,6,9,4,0,0,2,5,0,23,12,2,2,1,0,15,0,5,20,0,7,31,0,2,6,0,5,1,2,2,5,12,4,9,9,3,1,5,1,1,8,4,3
"Ant289",6,32,1,1,30,3,10,14,25,17,4,45,0,16,0,3,0,4,29,1,11,7,4,4,0,11,13,2,6,1,1,4,8,0,2,0,9,2,6,4,7,11,5,0,7,1,6,0,4,0,0,0,1,3,0,5,12,0,0,2,3,0,10,7,1,4,3,15,0,0,4,30,0,3,10,0,0,2,0,2,0,7,2,10,11,20,5,4,4,6,2,1,1,23,6,1
"Ant294",0,0,0,0,134,0,0,0,21,16,0,2,25,16,42,9,0,0,2,0,1,1,5,1,0,0,10,2,0,18,0,19,1,0,0,0,2,7,26,0,27,6,5,0,1,0,26,15,0,0,0,0,0,5,0,0,0,0,0,31,0,0,0,9,0,0,61,0,0,0,0,3,30,0,6,67,0,0,0,0,0,0,0,0,16,1,0,34,0,17,26,0,0,0,1,0
"Ant298",0,25,1,2,8,5,5,3,10,0,5,6,0,1,0,15,1,4,2,0,7,6,2,6,1,4,12,4,2,2,8,3,1,2,4,2,13,0,20,5,5,4,8,1,2,1,6,0,5,0,0,2,1,0,0,1,5,3,0,1,6,0,7,4,0,4,1,5,4,0,0,2,0,0,2,0,0,11,1,2,0,4,2,1,2,6,1,4,5,1,6,0,7,16,6,5
"Ant324",16,47,1,3,20,2,8,17,34,13,11,55,1,12,1,12,1,3,31,1,5,8,11,1,0,13,3,11,10,4,7,8,11,1,2,3,27,7,17,7,6,10,29,6,6,0,10,7,19,1,1,1,1,13,4,5,3,12,4,5,11,0,16,18,2,12,11,20,30,3,2,0,2,0,22,7,0,9,2,0,1,6,0,4,8,27,4,16,4,3,5,4,1,25,6,2
"Ant332",0,0,0,0,37,0,0,0,48,50,0,0,29,27,12,2,0,0,0,0,2,4,8,3,0,0,24,3,0,26,0,13,12,0,0,0,3,6,14,0,9,0,11,0,0,0,31,28,0,0,0,0,0,7,0,0,0,0,0,32,0,0,0,5,0,0,47,0,0,30,0,2,0,0,23,24,0,0,0,0,0,0,0,0,14,0,0,13,0,7,20,0,0,0,0,0
"Ant342",5,0,0,0,1,12,2,0,0,5,3,3,0,9,0,5,1,0,6,4,3,4,3,2,0,2,0,2,2,0,3,0,0,0,3,3,1,0,9,1,0,2,2,0,15,0,1,0,5,0,0,0,2,0,8,24,1,1,0,0,9,0,3,2,14,0,0,7,3,0,0,0,0,0,10,0,5,0,0,6,1,1,2,0,0,6,3,0,1,0,2,4,0,0,2,0
"Ant347",21,36,0,5,6,2,4,8,17,7,8,25,3,17,12,16,0,5,33,3,4,9,12,1,0,9,4,2,6,0,5,1,10,1,3,0,10,4,5,8,7,0,10,0,4,0,4,1,1,0,0,1,0,4,6,14,3,0,1,14,16,0,32,18,0,2,14,31,10,6,2,22,23,10,0,5,0,5,0,0,0,1,1,1,7,18,0,26,4,2,12,0,0,6,1,1
"Ant356",0,0,0,0,170,0,0,0,39,29,0,0,48,15,20,11,0,0,0,0,2,8,7,0,0,0,4,5,0,27,0,19,10,0,0,0,11,19,26,0,28,2,12,0,0,0,54,21,0,0,0,0,0,12,0,0,0,0,0,54,0,0,0,17,0,0,33,0,0,67,0,7,24,0,5,0,0,0,0,0,0,0,0,0,37,0,0,21,0,22,37,0,0,0,0,0
"Ant380",4,2,7,0,0,1,2,0,0,0,0,3,0,0,0,1,14,0,0,1,0,0,1,1,0,7,0,0,5,0,1,0,0,1,0,2,0,0,0,0,0,0,3,4,7,0,0,0,1,16,1,1,7,0,9,9,19,0,6,0,1,19,3,0,10,0,0,2,0,0,0,0,0,5,0,0,0,2,1,3,2,0,4,1,0,2,2,0,5,0,0,1,11,0,0,0
"Ant387",3,12,4,0,6,2,4,14,4,2,3,10,0,8,0,9,6,4,7,9,2,6,11,8,3,2,9,3,1,0,4,2,7,4,9,4,8,0,1,9,0,5,16,1,0,1,0,0,16,0,0,0,1,0,1,1,0,21,0,0,0,0,11,10,6,10,0,6,2,0,11,9,0,0,5,0,2,0,4,4,0,4,1,2,2,6,3,5,8,7,3,3,10,5,7,6
"Ant390",2,3,5,0,0,1,0,0,1,1,0,4,0,0,0,1,0,1,1,0,0,0,0,6,1,0,1,0,4,0,3,0,1,2,0,4,3,0,1,3,0,2,3,8,0,7,0,0,2,5,4,1,6,0,1,1,8,2,2,0,1,4,0,2,4,1,0,0,0,0,1,2,0,0,0,0,1,4,0,1,3,0,10,0,0,0,5,0,1,0,0,10,10,0,0,3
"Ant394",2,5,10,1,1,1,0,2,3,0,2,27,0,0,0,4,2,3,5,5,3,0,1,3,0,3,0,2,16,0,2,0,0,7,0,5,2,0,0,8,1,1,2,2,1,0,0,0,3,1,9,8,4,0,5,2,3,1,1,0,3,1,5,4,2,6,0,5,2,0,2,0,0,6,0,0,3,4,1,0,5,4,1,0,0,3,8,0,8,2,0,4,7,1,1,4
"Ant395",7,4,7,4,0,1,2,5,1,0,0,3,0,1,0,3,1,13,2,2,1,0,3,1,3,2,0,5,4,0,5,0,4,0,5,5,1,0,0,0,0,1,8,0,1,0,0,0,5,2,7,0,9,0,0,2,0,5,1,7,2,0,2,1,2,1,0,1,0,0,0,1,0,1,0,0,2,0,3,5,0,7,13,3,5,5,2,1,9,2,4,1,5,0,2,1
"Ant400",0,26,4,6,6,1,5,1,0,2,6,6,0,1,0,5,1,10,20,2,5,3,2,9,1,3,5,7,2,3,8,0,2,1,5,7,9,3,0,6,4,0,11,11,1,9,2,0,4,0,1,8,0,1,0,3,0,7,1,0,1,0,18,0,2,1,0,2,7,0,4,6,0,1,1,0,0,4,0,4,7,0,2,5,0,4,4,1,7,6,0,5,6,2,9,1
"Ant437",5,1,9,4,3,6,0,4,2,1,2,3,0,0,0,1,2,19,0,6,6,1,4,12,1,1,1,1,2,0,6,0,3,1,1,1,7,1,2,4,0,4,9,11,4,3,1,0,9,2,0,3,0,2,7,0,2,2,1,0,3,0,4,0,8,3,1,2,2,0,2,0,0,2,1,0,4,1,10,1,13,2,0,1,1,4,6,0,7,0,2,13,4,1,5,1
"Ant458",4,5,0,0,2,8,0,0,0,1,0,4,0,0,0,9,1,12,5,4,1,4,0,7,0,5,1,0,6,0,1,1,1,0,2,5,0,0,0,2,4,3,11,3,0,1,1,0,0,1,0,5,1,2,7,9,7,0,4,0,1,0,5,0,0,12,0,5,10,0,1,4,0,0,1,0,1,2,0,0,3,5,1,0,0,3,0,0,2,0,0,1,13,1,0,6
"Ant462",5,15,0,0,34,0,0,7,10,6,7,17,11,5,12,6,0,0,1,0,1,2,7,0,0,3,15,11,1,24,0,10,13,0,1,0,2,11,12,1,13,0,5,0,2,0,72,14,5,0,0,0,0,7,0,3,3,0,0,11,2,0,15,7,0,0,20,12,11,16,2,8,14,0,7,37,0,2,0,0,5,0,1,0,0,4,0,15,1,13,11,0,0,18,1,1
"Ant475",0,10,0,3,14,15,4,17,27,9,3,5,0,13,0,7,0,7,10,12,15,5,10,2,2,18,3,3,1,1,6,7,10,1,0,3,25,2,9,5,13,15,8,2,11,1,2,0,8,0,2,0,2,8,2,2,1,2,0,0,6,0,7,23,6,1,0,4,20,1,6,27,0,6,18,0,2,6,0,3,5,4,4,3,4,0,2,9,5,0,1,3,6,6,2,1
"Ant482",5,2,5,10,0,5,1,1,0,2,1,6,0,0,0,1,1,3,0,5,2,3,4,1,1,4,3,2,3,0,5,0,0,1,1,2,6,0,0,2,0,0,3,16,8,4,0,0,1,2,2,7,6,2,0,2,6,6,5,0,2,1,4,3,7,4,0,9,5,0,1,4,0,3,0,0,2,3,5,8,2,4,6,0,0,2,0,0,4,0,1,10,8,2,2,6
"Ant492",2,36,1,1,54,0,0,3,48,23,7,22,6,13,17,4,0,3,9,1,3,1,23,3,0,8,8,6,5,11,3,9,10,0,1,0,10,26,49,2,13,5,4,1,1,1,31,22,1,0,0,0,0,9,0,2,4,5,0,14,4,0,5,26,0,5,11,9,4,34,4,16,13,0,26,21,0,5,0,0,1,1,0,0,15,9,0,0,0,36,16,0,0,19,1,0
"Ant501",0,3,0,4,1,14,1,7,0,3,5,3,0,4,0,2,3,6,4,6,0,4,1,16,5,4,2,9,5,0,3,0,3,11,13,8,2,1,0,6,1,0,6,0,0,4,3,0,3,10,0,6,2,0,0,6,1,15,13,0,7,0,1,4,0,15,0,3,4,0,5,4,0,1,4,0,5,8,1,8,9,7,7,2,1,5,4,0,0,0,1,1,3,0,13,7
"Ant507",10,13,0,0,54,0,3,3,14,13,1,14,12,29,27,5,0,2,6,0,5,13,19,1,0,4,9,6,5,37,0,7,13,0,1,1,7,9,7,2,9,0,11,1,0,0,15,36,8,0,0,0,0,32,2,3,0,3,1,13,0,1,3,4,4,0,12,1,6,17,1,3,7,0,2,22,0,7,0,2,2,6,0,0,13,0,0,36,0,0,14,0,0,11,4,2
"Ant530",1,13,0,0,54,8,0,11,21,28,14,44,2,9,15,10,0,1,7,0,1,4,21,1,1,1,15,9,0,23,2,20,7,0,0,0,7,21,9,4,19,4,3,0,0,0,13,14,0,0,0,0,0,19,0,10,1,0,0,22,2,0,3,8,1,0,19,5,2,26,6,5,20,2,12,37,0,3,0,0,4,0,2,0,11,1,1,16,1,14,0,0,1,24,0,0
"Ant538",1,0,10,6,1,1,0,2,2,0,0,1,0,0,0,0,7,3,2,5,0,1,0,2,1,4,1,0,5,0,11,0,0,0,2,10,6,0,2,1,0,0,1,0,6,21,1,0,4,4,3,3,13,0,5,7,3,1,0,0,1,14,1,0,6,1,0,1,1,0,0,4,0,4,0,0,1,3,10,4,1,5,13,1,0,3,10,0,1,0,0,0,7,1,1,0
"Ant552",4,8,14,12,0,1,1,6,0,0,4,3,0,2,0,3,8,29,2,6,0,4,4,9,4,10,0,4,4,0,5,0,1,8,0,12,1,1,1,1,0,1,10,4,3,2,0,0,16,2,2,5,4,0,5,5,5,8,5,0,3,15,0,0,6,8,0,1,1,0,7,1,0,0,0,0,11,10,10,7,5,6,4,13,0,6,8,0,3,0,1,7,0,2,13,7
"Ant560",4,45,1,0,96,3,1,7,190,22,2,9,0,26,0,12,0,6,10,0,12,7,15,9,0,7,14,3,0,8,0,8,8,0,1,2,16,1,26,3,15,14,23,0,0,0,18,0,11,0,4,0,0,5,2,0,3,0,1,3,1,0,3,12,0,3,3,8,23,0,16,25,0,0,6,0,0,5,0,1,0,2,1,1,18,6,2,19,0,11,24,1,2,0,1,0
"Ant564",4,8,10,7,7,5,18,6,9,5,5,8,0,3,0,5,3,17,3,1,1,9,4,10,0,0,4,7,1,0,6,1,3,4,4,6,14,0,3,8,6,5,18,10,0,7,8,0,6,3,2,3,1,0,6,1,1,5,1,0,5,0,11,3,2,3,0,4,6,1,6,6,0,2,1,0,0,7,0,1,2,9,5,0,1,2,2,1,13,4,0,1,13,1,0,21
"Ant593",3,12,7,1,1,4,3,7,1,0,2,4,0,0,0,2,0,19,5,1,0,1,1,2,2,6,2,3,5,0,8,0,1,0,2,4,1,0,2,5,0,0,6,1,0,3,7,0,4,0,1,1,0,0,0,0,4,3,1,0,1,0,8,3,3,2,0,3,1,0,5,2,0,0,1,0,0,6,3,4,1,1,1,6,1,1,6,0,7,2,0,0,7,0,21,0
