"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",1,7,4,3,4,0,4,8,2,11,5,9,0,2,0,2,0,5,2,4,5,0,2,3,0,11,6,3,10,0,2,0,0,1,7,9,3,9,0,14,1,7,10,1,4,2,0,6,2,1,1,9,0,0,1,0,4,8,3,2,10,6,4,7,1,0,16,6,8,0,2,0,1,0,5,0,3,4,6,4,7,6,5,11,3,0,8,1,20,2,2,4,7,1,4,1
"Ant255",5,80,1,1,32,1,9,8,27,34,8,9,9,18,45,5,0,3,0,1,31,5,8,0,0,0,8,5,2,35,2,22,12,0,1,1,5,11,23,4,7,18,7,2,0,0,23,22,3,0,0,0,0,7,1,1,1,0,1,13,3,0,13,13,0,16,0,0,27,28,15,10,27,0,7,22,0,0,0,1,3,2,3,0,11,1,1,7,0,5,11,0,0,57,7,0
"Ant257",10,24,2,4,10,0,3,10,24,7,1,7,0,16,0,9,0,2,17,0,10,14,17,2,3,3,4,7,2,10,3,0,2,1,6,4,18,6,3,1,10,6,10,1,8,2,8,9,17,1,1,3,0,0,4,5,3,5,5,18,0,0,9,25,0,6,0,0,28,0,1,20,0,2,17,0,1,11,1,4,0,4,7,2,6,4,0,17,4,14,6,2,5,2,6,9
"Ant289",1,62,0,2,10,0,8,7,5,27,5,27,0,10,8,13,0,9,2,3,22,5,7,3,0,3,12,4,7,3,3,0,3,3,7,1,10,6,1,0,12,9,10,6,8,0,2,0,5,1,3,2,0,0,5,2,7,2,1,28,13,0,28,14,0,8,27,28,0,0,10,6,6,0,9,0,1,1,0,3,2,5,4,0,3,11,4,19,6,3,4,1,0,13,5,1
"Ant294",0,6,0,0,160,0,0,0,20,21,0,0,31,27,27,9,0,0,0,0,2,9,12,0,0,0,5,6,0,15,0,53,8,0,0,0,0,16,38,0,30,4,0,0,0,0,26,40,0,0,0,0,0,11,0,0,0,0,0,30,0,0,0,6,0,0,28,0,0,0,0,9,20,0,11,29,0,0,0,0,0,0,0,0,34,0,0,21,0,32,26,0,0,4,0,0
"Ant298",7,32,3,3,4,0,10,9,4,4,1,17,0,4,2,4,3,6,8,1,11,8,5,1,0,4,4,5,4,2,11,0,5,0,8,1,8,5,1,5,5,9,8,0,2,0,2,4,4,0,0,0,0,0,0,1,2,4,0,14,2,2,10,4,0,2,15,1,10,0,0,11,0,0,2,0,0,2,1,0,0,2,1,4,4,2,1,2,2,5,5,0,1,16,6,3
"Ant324",13,89,2,0,23,0,0,11,20,35,16,8,7,19,10,19,0,0,16,7,23,5,16,3,0,0,4,9,5,6,0,17,9,0,6,1,17,13,10,2,24,8,3,1,2,1,17,16,1,0,0,1,0,0,3,7,0,1,1,26,2,0,20,20,0,0,10,20,6,9,11,0,10,2,20,6,1,15,0,0,0,7,1,2,14,19,1,25,6,3,14,1,0,13,10,0
"Ant332",0,16,0,0,51,0,2,1,21,26,0,0,11,33,1,6,0,0,0,0,3,6,10,0,0,0,12,3,0,7,0,15,19,0,14,1,0,11,15,0,4,3,7,0,7,0,15,14,0,0,0,0,0,1,1,0,1,0,0,8,2,0,0,8,0,1,27,0,6,20,0,10,0,0,17,14,0,0,0,0,0,0,0,0,13,6,0,23,0,4,21,0,0,14,1,0
"Ant342",0,0,0,0,3,0,2,2,1,1,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,3,0,0,1,0,9,16,1,0,3,0,0,0,2,5,4,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0
"Ant347",1,44,3,7,25,2,8,13,28,13,3,4,12,13,2,10,0,2,9,1,9,6,14,7,0,7,9,6,11,12,3,10,14,0,8,2,27,15,21,11,17,2,6,1,2,0,19,6,4,0,0,5,1,2,9,6,4,2,5,28,9,0,13,19,0,5,7,17,9,11,2,20,17,0,0,10,1,2,0,0,1,6,2,1,11,13,6,16,2,5,12,0,0,17,1,1
"Ant356",0,0,0,0,123,0,0,0,36,15,0,0,43,21,21,6,0,0,0,0,1,6,3,0,0,0,6,1,0,27,0,47,21,0,0,0,2,12,26,0,15,3,3,0,0,0,34,25,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,14,0,0,22,0,0,29,0,6,14,0,10,0,0,0,0,0,0,0,0,0,49,0,0,23,0,19,27,0,0,0,0,0
"Ant380",6,0,5,1,0,8,1,1,0,0,2,3,0,1,1,0,2,4,7,0,1,0,0,2,3,5,0,0,0,0,0,0,1,8,0,4,10,0,0,0,1,0,11,2,0,1,0,4,3,1,0,7,11,0,2,7,2,7,2,0,2,7,6,0,13,3,0,1,1,0,0,1,0,0,1,0,0,1,1,2,0,5,2,0,0,7,6,1,3,0,0,2,10,1,0,1
"Ant387",0,12,5,5,11,14,2,9,10,8,10,3,0,8,0,10,0,5,2,1,7,11,4,12,0,2,3,3,5,0,6,0,3,1,9,0,17,0,3,3,3,3,14,13,7,1,2,2,19,1,1,3,0,0,0,0,7,8,4,6,4,5,1,6,0,4,0,11,1,0,2,15,0,1,2,0,1,0,1,2,5,2,2,5,4,8,5,9,14,3,7,11,19,1,5,0
"Ant390",2,1,5,4,0,2,0,1,1,0,0,2,0,0,0,0,2,6,0,5,0,1,0,6,0,6,1,1,11,0,1,0,3,2,4,4,1,1,0,0,1,1,4,7,5,8,1,2,1,5,3,13,2,0,4,0,7,4,3,2,1,2,0,0,1,6,0,1,0,0,1,0,0,0,0,0,1,1,0,3,1,3,5,3,0,3,1,0,1,0,0,6,12,0,3,1
"Ant394",14,1,3,1,1,0,2,4,0,3,5,2,0,2,0,0,1,5,0,4,0,4,0,3,0,26,1,1,2,0,8,0,2,4,0,2,1,3,0,0,5,0,14,8,1,1,0,0,3,1,0,2,1,0,0,3,6,8,2,0,3,1,1,2,2,4,1,4,3,0,0,0,0,0,0,0,2,2,3,0,5,7,5,4,0,0,2,1,2,0,0,5,7,0,2,4
"Ant395",2,2,1,3,2,7,4,6,10,3,1,6,0,0,1,2,1,12,2,0,3,0,0,8,1,1,0,1,1,0,5,0,2,3,1,3,4,3,0,10,1,0,4,4,3,0,0,0,8,1,9,0,0,0,8,6,4,7,0,1,2,0,0,1,0,7,3,0,2,0,0,0,0,0,1,0,0,5,1,5,0,4,6,14,0,12,3,0,15,1,2,0,3,2,2,5
"Ant400",0,15,0,11,1,1,1,9,8,4,11,2,0,1,3,3,0,9,4,1,1,7,3,3,0,2,1,13,5,2,4,2,2,4,5,3,2,0,0,4,6,3,13,4,1,0,3,2,2,6,2,1,0,0,0,3,4,12,2,6,4,1,5,5,1,6,2,4,5,0,2,7,0,0,6,0,5,2,3,7,4,0,13,6,1,23,0,3,7,1,14,0,3,2,15,7
"Ant437",12,0,2,6,3,3,3,5,2,4,3,6,0,3,0,4,6,24,3,2,2,3,4,2,2,6,0,1,18,2,1,0,0,0,1,6,7,7,1,9,3,2,15,7,4,2,1,0,0,0,0,0,0,0,3,12,1,4,6,1,2,5,2,8,2,5,3,7,4,0,1,1,0,1,2,0,2,2,5,5,6,13,0,1,3,3,2,0,14,0,0,2,7,4,2,3
"Ant458",1,1,4,12,3,1,2,3,0,1,0,2,0,0,1,0,1,5,5,0,2,2,2,6,0,6,0,11,2,1,0,0,4,0,1,0,6,1,1,4,0,1,13,4,0,4,5,0,0,2,0,1,1,0,2,1,2,9,0,0,11,1,1,1,3,11,0,2,0,0,4,2,0,0,1,0,0,5,3,4,14,6,1,0,0,1,0,0,23,0,4,14,5,0,2,25
"Ant462",0,37,0,1,39,0,0,14,11,42,5,5,14,16,15,9,1,2,7,0,9,10,11,0,0,0,36,10,0,18,0,11,10,0,4,1,1,8,48,2,13,2,7,2,0,0,55,73,8,0,0,0,0,22,0,2,0,0,0,16,3,0,0,5,0,3,11,6,3,34,4,14,13,0,11,49,0,4,0,0,0,1,3,0,0,6,0,30,0,14,17,0,0,26,3,0
"Ant475",3,15,0,0,27,3,3,7,39,19,3,1,0,26,5,10,0,3,29,0,13,6,8,4,1,4,10,3,8,4,0,5,5,2,7,2,8,7,7,3,11,5,22,3,26,2,16,3,6,1,0,6,3,0,5,12,1,2,2,26,9,1,5,35,0,0,1,4,11,0,2,19,6,0,13,0,7,8,3,0,12,23,3,1,6,0,6,21,4,4,8,0,3,12,1,1
"Ant482",15,7,1,4,4,6,5,5,6,5,5,8,0,3,0,0,4,4,0,1,1,2,2,7,5,0,2,6,1,0,4,1,1,6,3,8,10,0,0,4,0,3,6,13,3,5,0,0,3,1,1,0,5,0,0,10,5,2,1,3,5,1,4,4,17,8,1,0,4,0,1,1,0,4,6,0,6,5,1,2,3,0,2,0,0,6,0,3,15,0,3,6,6,0,5,3
"Ant492",4,99,1,0,62,0,4,9,35,32,1,4,11,21,14,15,0,0,10,0,15,16,10,3,0,2,9,16,1,8,1,5,40,0,13,3,14,19,34,1,20,0,7,0,8,0,31,28,3,0,0,0,2,12,3,7,0,0,9,38,1,0,19,22,0,1,7,17,19,21,2,25,23,0,16,23,1,9,0,1,0,3,0,0,30,21,3,0,0,14,31,0,0,65,4,0
"Ant501",1,8,5,4,1,0,7,4,1,1,2,5,0,1,3,0,0,9,1,6,3,4,1,1,4,8,4,2,6,0,1,5,2,3,6,7,12,1,2,13,3,4,11,5,6,1,3,0,5,2,1,1,0,0,4,9,9,4,3,2,22,1,7,0,5,20,0,4,6,0,2,6,0,0,2,0,3,14,1,2,15,7,14,23,0,4,15,0,0,2,2,3,7,1,6,5
"Ant507",0,51,0,2,63,0,0,0,14,15,0,4,24,18,17,11,0,1,7,0,6,7,5,1,0,0,10,4,0,19,5,22,15,0,0,0,2,7,53,0,8,2,1,0,8,0,17,30,5,0,0,0,0,15,0,0,0,0,2,5,1,0,1,0,0,2,5,14,3,32,5,3,4,0,5,19,0,3,0,0,1,1,0,0,14,4,0,14,2,0,19,1,0,33,1,0
"Ant530",1,35,0,2,28,0,0,8,17,16,0,3,9,8,1,14,0,1,9,0,14,18,4,4,0,0,15,17,1,11,0,7,19,0,0,3,15,10,20,0,18,5,5,0,3,0,23,24,6,0,0,0,0,6,2,3,0,0,1,14,2,0,8,13,0,2,11,6,4,26,5,14,21,0,12,27,0,7,0,0,2,14,0,4,17,8,3,31,2,19,0,0,0,16,1,3
"Ant538",3,2,11,7,0,9,1,4,1,0,0,3,0,1,0,3,2,0,0,2,0,0,2,1,7,3,0,0,6,0,3,0,0,0,3,7,3,0,0,3,0,0,5,14,2,4,1,0,0,0,1,2,23,0,7,0,2,4,1,1,1,7,4,0,10,4,0,2,1,0,0,1,0,1,0,0,2,11,6,5,0,0,2,14,0,0,6,0,3,1,0,0,21,0,5,3
"Ant552",6,0,20,2,0,3,4,5,0,0,3,7,0,2,0,1,11,10,3,7,0,2,0,8,15,0,0,3,16,0,7,0,0,15,2,19,4,1,0,3,0,1,9,12,5,4,5,0,8,26,9,17,10,0,2,15,3,21,15,0,2,31,4,0,20,7,0,5,0,0,1,0,0,3,0,0,10,19,12,7,3,3,7,5,0,3,6,0,7,0,0,21,0,0,3,3
"Ant560",1,57,1,1,87,0,2,6,35,55,1,8,0,16,4,6,0,4,5,0,36,8,10,6,0,1,29,5,3,15,2,4,11,0,0,0,3,9,8,1,21,9,37,1,13,0,10,10,1,0,0,0,0,0,0,8,1,0,0,57,5,0,6,17,0,1,57,2,13,4,16,13,14,0,17,0,1,1,0,0,2,2,4,0,26,12,0,65,1,33,16,0,0,0,0,0
"Ant564",5,3,4,7,1,5,7,4,1,9,11,9,0,3,1,1,4,1,4,2,6,3,7,8,4,18,3,7,7,0,6,0,3,5,5,4,14,2,0,5,0,5,10,2,1,1,2,0,3,4,0,0,2,0,1,4,2,23,8,11,3,2,2,11,0,4,7,6,5,0,6,10,1,0,1,0,0,5,3,2,2,15,2,2,3,1,5,4,6,1,1,5,3,0,0,5
"Ant593",2,3,6,5,1,0,2,5,0,3,1,1,0,1,2,5,2,4,5,0,2,3,2,8,0,14,1,4,3,0,4,0,0,5,1,1,1,1,0,8,0,0,1,7,1,1,0,1,0,2,2,3,1,0,1,0,3,11,2,0,2,0,2,2,0,1,0,9,1,0,3,0,0,0,1,0,1,0,1,4,5,7,3,25,0,1,3,0,5,0,3,3,3,0,5,0
