"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",6,6,1,11,3,0,6,8,0,3,5,4,0,5,5,5,2,5,10,2,12,4,2,7,2,1,2,5,6,0,10,0,1,0,13,2,3,0,3,4,2,8,1,2,2,5,2,0,15,3,1,1,0,0,0,5,10,7,2,0,1,2,7,7,1,0,5,2,8,0,3,0,0,0,1,0,0,1,4,6,0,1,1,1,0,25,4,0,11,0,15,0,9,6,5,5
"Ant255",8,73,0,1,40,0,8,1,23,24,18,33,2,15,25,21,4,9,41,4,22,19,20,0,0,3,15,6,1,4,0,9,3,1,3,0,18,15,6,1,13,6,7,1,2,0,22,59,6,1,1,2,2,4,0,6,2,2,1,0,11,0,22,22,0,5,0,33,29,1,30,29,5,0,17,19,1,3,0,15,0,13,2,1,5,25,3,38,8,6,9,0,0,27,4,0
"Ant257",4,15,0,2,9,0,10,8,14,15,32,22,0,11,18,28,1,19,25,5,26,4,10,1,2,11,6,3,2,0,3,0,3,4,3,0,5,2,12,4,12,1,4,3,3,0,10,4,17,1,1,0,0,0,1,15,4,5,0,2,5,1,11,1,0,2,33,0,13,0,5,30,0,0,6,0,4,2,3,12,9,3,2,0,1,9,1,6,14,0,0,1,4,2,1,2
"Ant289",16,66,2,0,11,1,2,6,25,20,20,24,1,21,12,24,0,8,34,1,13,6,5,3,3,7,5,14,2,1,0,0,1,0,2,0,18,2,3,5,0,8,7,3,0,0,3,22,8,1,0,0,0,0,0,19,10,1,1,0,5,1,30,8,0,8,29,13,0,3,13,22,0,0,9,1,0,2,0,3,10,4,6,1,7,9,7,19,4,0,4,2,3,19,1,0
"Ant294",0,0,0,0,146,0,0,0,28,14,0,0,34,28,15,17,0,0,0,0,0,5,6,0,0,0,5,5,0,7,0,61,11,0,0,0,2,10,37,0,37,1,4,0,0,0,27,24,0,0,0,0,0,5,0,0,0,0,0,54,0,0,0,11,0,0,1,0,3,0,1,1,17,0,13,27,0,0,0,0,0,0,0,0,15,0,0,14,0,9,23,0,0,3,0,0
"Ant298",5,32,2,8,10,0,8,14,18,16,6,19,1,10,5,3,4,6,26,2,23,4,1,5,1,1,3,2,9,0,9,3,5,3,15,2,25,3,0,6,1,7,4,5,3,2,15,4,10,1,4,4,1,0,2,5,1,3,0,1,7,0,23,7,1,3,30,5,13,1,0,9,2,0,1,2,0,3,4,2,3,9,4,0,5,1,3,4,8,6,5,2,6,10,8,9
"Ant324",9,102,0,3,11,9,9,19,11,20,10,11,0,14,9,14,0,5,45,2,25,14,10,5,0,4,21,5,0,0,1,3,7,0,12,0,9,3,2,1,22,6,5,2,0,4,15,11,6,0,2,0,0,2,0,8,5,1,0,0,6,0,18,35,0,0,29,30,22,1,9,0,0,0,21,0,0,5,3,4,3,6,6,0,17,11,2,33,11,7,24,0,3,30,5,1
"Ant332",0,0,0,0,41,0,0,0,31,5,0,0,26,26,10,17,0,0,0,0,1,0,8,0,0,0,4,1,0,1,0,15,12,0,0,0,3,8,10,0,14,0,4,0,0,0,51,12,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,14,0,0,5,0,0,17,2,0,0,0,40,21,0,0,0,0,0,0,0,0,13,0,0,9,0,11,17,0,0,0,0,0
"Ant342",0,0,2,0,0,2,0,0,0,1,0,0,0,0,2,1,6,2,0,1,0,2,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,1,4,0,0,0,0,1,0,0,0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"Ant347",5,51,0,0,39,0,1,5,64,35,6,7,26,14,24,17,0,1,12,8,13,11,6,3,0,0,18,10,1,11,1,10,30,0,2,1,15,9,17,2,13,2,17,0,1,0,28,38,5,0,0,0,0,7,0,8,7,2,0,5,3,0,18,7,0,1,17,6,9,13,1,21,40,0,0,34,0,4,0,1,2,10,3,7,9,13,0,19,18,16,13,0,1,14,1,0
"Ant356",0,0,0,0,117,0,0,0,75,17,0,0,57,39,7,7,0,0,0,0,2,1,7,0,0,0,8,2,0,6,0,43,22,0,0,0,9,6,7,0,27,3,3,0,0,0,22,41,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,30,0,0,19,0,1,27,2,0,21,0,34,0,0,0,0,0,0,0,0,0,26,0,0,8,0,23,13,0,0,0,0,0
"Ant380",1,1,16,0,0,0,0,1,0,0,0,0,0,1,0,1,5,2,0,6,0,3,0,1,3,1,0,0,4,0,0,0,1,5,0,4,2,0,1,1,0,0,4,0,0,0,0,1,0,0,3,9,2,0,1,6,2,0,0,0,0,12,0,0,2,0,1,4,0,0,0,0,0,3,0,0,0,1,2,2,0,1,3,0,0,1,2,0,3,0,0,2,6,0,0,0
"Ant387",4,3,1,1,8,1,10,9,4,7,6,3,0,8,4,5,5,3,9,1,1,11,4,11,0,7,2,13,2,0,6,0,3,3,5,2,6,3,7,5,0,1,4,3,0,1,4,3,2,2,1,4,2,0,0,2,1,5,5,0,0,1,2,0,0,1,3,2,2,0,3,5,0,0,4,0,1,0,2,2,0,5,8,2,2,3,2,5,10,0,1,3,9,2,5,10
"Ant390",3,2,13,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,2,1,1,1,1,0,6,4,0,0,7,0,2,0,0,10,5,1,1,0,0,1,0,0,8,5,4,3,0,0,1,3,1,1,3,0,0,0,0,7,0,0,0,6,0,0,0,4,0,3,0,0,4,3,0,0,0,0,2,2,0,6,2,1,5,3,0,0,0,1,0,0,1,5,6,0,4,0
"Ant394",8,6,2,1,3,1,3,4,1,0,1,1,0,4,0,6,0,8,4,2,3,8,2,0,0,3,1,1,4,0,1,0,4,4,0,0,17,0,3,3,0,0,3,0,1,2,1,0,1,2,0,0,0,0,3,6,15,2,5,0,3,3,5,0,0,6,15,12,3,0,2,4,0,1,1,0,2,2,6,0,10,4,1,4,1,5,0,0,4,0,5,5,9,0,9,2
"Ant395",12,7,4,1,0,3,5,2,1,1,5,2,0,7,0,5,1,31,14,5,1,1,2,11,5,13,2,4,2,0,13,0,0,4,8,1,2,0,0,4,0,2,14,11,3,6,0,0,2,1,9,0,1,0,0,6,1,3,2,0,2,2,12,4,1,0,0,9,10,0,3,3,0,0,2,0,0,0,2,10,0,0,4,0,8,0,9,1,7,0,0,0,2,0,6,4
"Ant400",0,9,1,3,3,2,7,16,1,3,6,23,0,1,2,4,1,7,3,1,1,4,0,8,0,7,2,0,6,0,8,0,5,4,7,1,18,0,3,12,0,2,3,3,0,0,1,4,2,2,0,0,1,0,0,8,4,4,1,0,4,0,9,3,2,1,13,3,4,0,9,6,0,0,10,0,1,5,1,4,0,0,7,1,11,17,3,0,4,0,4,2,2,0,11,5
"Ant437",0,3,2,3,1,6,9,4,2,0,4,3,0,5,2,8,0,17,3,4,4,3,0,2,1,4,4,3,6,0,0,2,6,0,7,3,11,0,1,3,0,2,6,6,0,0,0,1,7,0,4,0,2,0,0,13,2,4,27,0,1,3,2,2,1,1,2,2,6,0,4,6,0,0,3,0,3,8,5,1,4,7,0,8,4,2,1,0,2,0,1,2,18,2,9,1
"Ant458",0,1,1,0,1,2,3,1,0,1,1,1,0,13,0,3,4,15,0,1,7,0,0,3,0,0,0,1,2,0,13,0,0,2,0,8,0,0,0,14,0,0,14,32,2,4,0,0,0,0,2,2,3,0,0,0,13,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,0,0,2,3,4,0,1,8,0,1,2,0,5,1,0,0,1,9,0,2,0
"Ant462",9,22,1,2,39,8,4,6,21,26,4,5,4,11,9,7,0,1,9,1,9,28,9,1,0,0,17,4,3,17,1,10,33,0,3,0,7,10,29,1,7,4,5,0,0,0,13,32,0,0,2,0,0,14,0,1,1,0,1,7,3,0,23,8,0,0,5,1,7,15,5,17,13,0,9,26,0,2,0,1,8,11,4,1,0,3,0,21,2,11,17,0,3,15,2,4
"Ant475",6,27,0,3,10,1,14,19,7,3,12,15,0,25,9,8,1,2,21,3,15,14,2,1,0,1,23,4,6,0,3,0,4,1,3,3,7,3,5,17,0,9,11,2,1,1,5,10,23,0,0,0,0,0,0,6,7,1,0,0,4,0,4,2,2,25,25,9,9,0,1,11,0,0,13,0,1,3,0,5,0,17,2,2,3,0,2,25,23,0,11,0,5,5,14,0
"Ant482",2,5,14,2,0,1,5,3,4,3,2,5,0,1,1,0,3,2,2,0,3,1,0,1,0,4,1,1,5,0,1,0,0,11,4,3,0,0,5,5,0,2,2,2,4,1,0,0,3,1,0,5,0,0,2,3,7,1,2,0,0,6,2,5,1,4,3,1,7,0,3,2,0,1,0,0,2,2,0,0,9,3,1,0,0,2,0,3,5,0,0,6,9,1,2,3
"Ant492",5,89,1,0,37,0,8,19,57,9,20,18,15,18,15,15,0,4,22,4,7,5,27,0,0,4,5,9,0,5,2,20,5,1,4,2,9,15,19,13,13,3,1,0,0,2,10,36,8,0,0,2,0,3,3,3,3,0,2,16,2,0,12,28,0,0,38,6,19,14,4,33,9,0,19,8,0,5,1,0,1,0,0,5,21,25,3,0,8,13,17,1,2,22,1,0
"Ant501",18,4,0,9,1,1,4,10,2,7,11,9,0,5,0,9,2,7,22,5,7,5,3,0,2,19,0,3,5,0,11,0,2,3,2,6,5,3,3,3,2,2,5,13,8,1,0,0,18,2,0,11,1,0,6,15,17,0,1,0,2,2,15,0,0,11,8,14,4,0,8,11,0,0,18,0,3,10,0,4,7,4,2,1,2,23,5,8,0,1,1,2,9,0,3,4
"Ant507",0,3,0,0,73,0,2,0,48,19,0,0,23,19,3,13,0,0,2,1,1,10,22,0,0,0,16,24,0,19,0,16,11,0,0,1,2,24,45,4,23,4,7,0,0,0,66,16,0,0,0,0,0,32,0,0,0,0,0,14,0,0,1,25,0,0,6,0,0,9,6,7,11,0,16,23,0,0,0,0,0,0,0,0,11,0,0,13,1,0,2,0,0,3,0,0
"Ant530",2,43,0,3,16,1,0,6,21,3,1,9,3,12,21,8,0,3,7,0,11,0,13,0,0,1,7,11,4,9,1,15,6,0,4,0,15,10,7,1,17,1,3,1,1,0,19,7,0,0,0,0,0,5,0,1,1,1,0,6,0,0,4,11,0,15,9,0,4,23,5,24,17,0,13,13,0,1,1,5,0,4,1,0,17,11,0,17,1,2,0,0,2,3,0,1
"Ant538",1,1,9,3,0,6,0,2,0,0,3,3,0,2,1,1,3,11,0,19,1,2,0,4,2,3,0,0,14,0,3,0,2,2,6,2,8,0,0,1,0,0,8,1,5,24,4,0,3,0,15,8,0,0,1,0,6,7,1,0,0,3,1,0,1,0,0,1,2,0,2,0,0,0,0,0,2,3,5,5,0,2,2,1,0,0,6,1,2,0,0,0,23,1,4,4
"Ant552",9,9,8,12,3,3,6,10,0,5,8,10,0,7,7,4,11,17,10,2,2,6,2,8,13,21,0,5,19,0,14,0,3,15,2,7,7,1,4,11,0,0,1,12,10,3,5,11,9,10,8,11,5,0,3,1,6,11,1,0,2,10,3,0,9,9,0,4,3,0,6,3,0,2,1,0,6,9,6,9,2,2,18,9,3,5,9,2,9,0,2,23,0,10,8,8
"Ant560",12,19,0,1,44,0,0,1,16,19,2,6,0,14,25,23,0,3,16,0,37,3,4,2,3,0,10,11,3,0,8,13,2,0,1,1,5,1,7,1,10,20,5,0,0,0,19,101,0,0,0,1,0,0,0,6,1,0,1,8,4,0,2,29,0,6,27,2,19,3,10,30,0,0,14,0,0,2,0,0,0,0,2,0,15,5,1,22,0,3,3,1,10,0,0,0
"Ant564",7,9,4,3,5,3,20,18,1,2,6,2,0,1,1,1,8,14,7,2,3,13,2,3,1,12,12,6,5,0,7,0,8,7,13,6,18,0,6,6,0,0,16,4,6,1,13,0,3,1,2,5,0,0,0,0,5,6,2,3,3,1,13,2,6,5,4,1,1,0,8,5,0,0,1,0,0,5,4,9,6,11,9,2,2,14,2,1,3,0,0,4,8,0,0,0
"Ant593",2,4,3,3,3,1,3,3,0,1,0,8,0,0,1,3,2,11,0,0,1,1,0,3,2,6,2,2,16,0,4,0,3,3,2,2,7,0,0,1,0,0,1,0,1,5,3,0,0,0,0,1,0,0,0,0,6,3,2,0,3,0,1,0,0,5,0,2,0,0,9,1,0,0,0,0,0,10,0,2,4,5,1,0,4,0,3,0,4,0,1,4,8,0,0,0
