"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant243",2,8,6,0,5,0,2,4,0,18,13,7,0,1,0,2,8,13,3,1,10,0,2,6,6,5,3,2,2,0,9,1,4,0,9,4,1,1,4,8,4,5,3,13,1,5,0,0,1,15,0,1,1,0,5,1,4,9,0,0,2,4,6,0,0,0,1,1,11,0,19,0,0,0,0,0,0,1,2,0,6,2,1,0,2,6,0,0,10,0,2,1,3,0,6,2
"Ant255",4,48,1,0,27,1,5,4,21,13,2,6,2,11,34,5,0,0,2,0,0,4,19,0,0,0,26,2,3,31,0,29,3,0,1,1,4,16,24,2,17,2,0,1,1,0,24,24,0,1,0,0,0,15,0,0,4,0,0,24,1,1,0,26,0,1,0,2,8,17,0,6,5,2,8,55,0,2,0,0,2,1,0,0,14,0,0,23,2,12,5,0,0,4,0,0
"Ant257",22,26,0,2,4,2,1,4,6,13,2,3,21,23,0,7,1,31,43,1,15,5,4,3,0,0,3,5,0,8,0,0,2,1,6,2,14,1,17,1,7,1,0,1,6,1,10,15,9,1,0,2,0,0,1,23,2,1,1,2,0,0,11,9,0,1,2,0,17,0,2,22,0,1,32,7,2,3,0,0,1,0,0,11,6,5,3,8,2,0,4,0,0,8,0,3
"Ant289",8,14,3,3,1,1,10,3,2,25,7,3,7,15,0,11,2,1,16,6,8,7,11,8,3,4,8,14,4,4,1,2,2,4,10,2,6,15,19,8,2,2,1,0,0,0,1,6,1,3,0,1,2,0,1,10,7,2,2,1,7,1,7,5,0,11,8,17,0,0,6,12,0,8,14,4,0,3,1,3,3,1,2,3,12,18,1,2,8,0,2,0,0,10,5,1
"Ant294",0,0,0,0,35,0,0,0,20,1,0,0,0,1,22,0,0,0,0,0,0,9,6,0,0,0,14,0,0,16,0,2,6,0,0,0,0,0,9,0,7,0,0,0,0,0,15,4,0,0,0,0,0,37,0,0,0,0,0,24,0,0,0,1,0,0,17,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,2,0,0,9,0,36,3,0,0,0,0,0
"Ant298",9,12,3,3,0,0,2,2,2,9,3,6,0,5,0,4,2,6,4,2,2,2,0,1,0,14,6,7,5,0,8,0,3,1,4,6,2,0,4,5,6,1,24,2,0,2,2,1,3,1,2,2,0,0,17,0,10,2,5,0,7,1,4,1,3,19,0,2,6,0,0,1,0,0,0,0,1,4,4,2,2,0,5,1,1,5,1,5,1,0,0,6,3,4,29,14
"Ant324",0,8,0,0,5,6,15,4,9,8,4,11,10,12,0,10,0,14,5,0,18,1,12,0,0,3,2,1,0,12,0,7,0,0,5,0,13,6,9,7,6,1,2,0,2,1,0,14,11,0,0,0,0,0,5,18,0,0,3,2,1,0,2,17,0,0,6,22,12,0,1,0,0,10,19,0,2,6,0,0,3,1,1,17,10,4,0,3,5,0,7,0,0,3,0,2
"Ant332",0,0,0,0,4,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,22,2,0,0,0,1,0,0,4,0,2,8,0,0,0,0,11,0,0,6,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0
"Ant342",0,0,0,0,1,4,0,0,0,0,1,2,2,3,0,6,1,1,13,1,3,0,2,0,0,0,8,2,0,0,0,0,0,1,0,0,0,1,13,0,0,1,0,1,0,1,0,0,2,2,0,0,0,0,2,10,0,0,0,0,0,0,0,3,0,0,2,1,8,0,0,10,0,0,0,0,0,1,0,0,1,2,0,18,0,0,5,1,3,0,0,1,0,1,0,1
"Ant347",11,4,0,0,0,8,11,17,9,17,5,6,9,9,0,11,1,19,6,2,5,2,3,4,0,2,5,16,2,5,0,3,2,4,2,0,6,7,38,7,15,1,0,0,3,2,10,5,10,1,0,0,0,0,0,12,0,1,2,6,6,0,15,12,0,0,8,32,14,0,0,19,0,0,0,0,2,2,0,0,0,5,0,6,2,9,0,0,10,0,5,2,1,3,5,1
"Ant356",0,24,0,0,169,0,0,0,54,5,0,8,0,10,17,0,0,0,15,0,0,7,5,0,0,0,7,1,0,64,0,18,9,0,0,0,2,17,24,0,26,1,0,0,0,0,63,37,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,1,0,0,55,7,4,4,0,0,6,0,0,0,0,0,0,0,0,2,0,0,21,0,0,20,0,28,20,0,0,1,0,0
"Ant380",1,0,0,3,1,1,0,3,1,0,4,1,1,1,0,2,7,0,8,1,2,4,1,1,1,2,1,3,6,0,0,0,0,1,0,9,1,0,4,1,0,2,0,5,0,4,0,0,3,0,3,1,4,0,2,2,2,4,1,0,3,0,0,0,11,0,0,2,0,0,1,2,0,0,2,0,0,3,0,0,3,0,2,5,2,2,3,0,1,0,0,3,6,1,2,4
"Ant387",12,3,4,2,1,2,4,11,2,13,8,17,2,3,0,2,0,9,3,1,2,9,11,6,3,3,0,16,6,0,3,1,1,2,8,1,2,6,7,6,3,0,12,6,2,2,1,2,1,1,0,1,3,0,11,1,1,17,0,2,4,0,1,12,3,1,2,3,3,0,4,6,0,1,2,0,3,0,5,2,9,4,2,0,0,6,1,1,2,0,0,4,11,1,5,3
"Ant390",4,4,5,1,1,0,4,0,0,1,1,2,0,0,0,2,13,2,1,6,0,0,0,1,3,5,1,4,1,0,3,1,1,6,2,7,1,3,0,0,6,0,3,12,3,0,0,0,0,6,7,2,2,0,5,4,13,5,2,0,4,2,4,0,13,2,0,0,1,0,4,0,0,0,0,0,0,5,0,0,3,3,9,0,0,4,7,0,2,0,0,8,7,2,3,0
"Ant394",4,4,2,7,0,2,1,0,0,1,0,9,0,0,0,0,1,0,1,2,0,0,0,4,7,1,3,2,4,0,3,0,0,5,1,1,0,1,1,1,0,0,10,18,0,3,0,0,1,5,2,1,4,0,4,0,1,4,0,0,4,16,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,3,2,6,0,0,4,4,0,0,0,0,6,4,2,3,0
"Ant395",3,1,0,7,1,1,0,0,0,7,0,3,0,0,0,0,1,6,0,1,1,0,4,2,0,3,3,8,3,1,4,0,2,6,3,6,3,0,2,2,1,0,4,4,0,1,0,0,2,3,6,1,10,0,3,0,5,0,1,0,3,5,0,0,4,6,2,1,3,0,2,3,0,1,0,0,3,9,3,3,0,2,1,0,0,9,0,0,1,0,0,3,5,1,10,1
"Ant400",1,5,3,2,0,6,1,5,1,10,3,5,2,6,0,5,1,7,0,0,1,1,1,1,2,7,0,4,17,1,3,3,1,1,0,1,2,7,10,3,0,4,5,4,10,0,2,0,4,1,2,2,2,0,1,2,0,4,0,0,2,2,0,3,1,2,1,0,1,0,0,1,0,2,5,2,0,4,3,2,2,0,1,5,1,2,0,5,8,0,1,2,1,0,9,14
"Ant437",7,0,0,4,0,0,2,0,0,6,1,6,0,1,0,1,5,3,3,11,2,2,0,3,1,7,0,3,6,0,22,0,1,15,0,7,1,1,1,1,1,0,5,15,1,8,2,0,1,5,5,8,4,0,10,0,4,7,2,0,3,7,9,0,2,1,0,0,2,0,5,1,0,0,0,0,2,2,9,6,1,1,0,0,0,2,0,0,9,0,0,8,11,3,14,2
"Ant458",1,0,0,2,2,15,20,2,0,1,8,7,4,17,0,9,1,23,4,0,3,3,7,0,0,0,0,0,1,0,0,0,0,2,2,2,10,1,9,4,8,2,0,0,0,0,0,3,14,3,0,0,0,0,0,76,0,0,3,1,0,0,8,7,0,0,0,11,3,0,1,17,0,18,6,0,5,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,0,2,1,1
"Ant462",1,18,0,0,17,2,3,5,4,6,4,1,22,7,11,4,1,5,8,1,11,9,5,0,0,0,3,6,1,6,0,10,10,0,4,1,27,10,17,0,3,4,2,0,2,0,42,3,3,0,0,0,0,1,0,6,3,0,0,2,2,0,7,4,0,2,14,6,12,2,1,10,3,0,2,21,2,0,0,0,0,1,0,3,0,6,0,6,2,7,15,0,1,20,1,0
"Ant475",11,10,4,5,8,2,5,9,6,28,2,18,6,1,0,2,3,12,2,3,17,3,4,8,5,4,7,13,6,8,6,5,8,3,5,1,5,10,28,1,11,2,7,1,0,2,9,6,6,7,5,1,1,0,3,11,4,2,1,0,1,2,7,23,3,6,0,5,18,0,5,4,0,0,9,0,2,6,4,4,9,2,2,0,6,0,1,7,5,0,1,7,1,4,6,3
"Ant482",6,0,0,5,1,0,1,1,0,8,0,1,0,0,0,0,14,1,0,1,3,1,0,0,0,4,0,1,11,0,0,0,0,1,3,5,0,0,1,0,1,0,11,0,7,3,0,0,0,2,2,1,3,0,4,0,3,0,4,0,0,1,1,0,7,0,0,3,1,0,1,0,0,5,0,0,3,1,7,4,0,0,0,0,0,1,0,1,6,0,1,8,4,0,7,0
"Ant492",5,21,0,0,24,1,9,2,12,9,3,7,3,9,4,0,0,4,5,1,4,6,13,0,0,1,12,2,0,14,1,46,13,0,4,0,5,17,27,1,19,3,1,0,2,1,52,17,3,0,3,0,0,4,0,3,0,2,0,5,3,0,1,4,0,0,23,8,2,9,5,3,5,1,0,20,0,1,0,0,0,5,0,0,6,7,1,0,0,9,11,1,0,8,2,0
"Ant501",2,3,3,9,6,2,11,5,0,30,14,5,5,5,0,1,4,7,9,1,5,5,6,4,3,4,7,9,6,2,0,3,0,8,4,5,9,6,2,15,9,6,11,10,2,2,0,1,9,2,2,0,0,0,0,9,15,2,0,1,0,3,11,2,2,10,2,2,8,0,1,5,0,3,10,0,1,2,2,0,1,8,9,2,2,5,6,0,0,0,1,15,0,8,8,1
"Ant507",0,0,0,0,13,0,0,0,27,0,0,0,0,13,40,0,0,0,0,0,0,5,15,0,0,0,9,0,0,19,0,9,2,0,0,0,0,7,7,0,4,0,0,0,0,0,34,18,0,0,0,0,0,35,0,0,0,0,0,21,0,0,0,6,0,0,12,0,0,36,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,0,0,9,0,0,22,0,0,0,0,0
"Ant530",0,31,0,0,19,1,0,2,13,14,1,2,2,17,19,11,0,0,3,0,2,8,13,0,0,0,0,5,0,9,1,4,15,0,0,0,5,1,25,1,10,0,0,0,0,0,28,15,4,1,0,1,0,1,0,1,1,0,0,15,2,0,2,11,0,2,5,4,2,3,0,7,5,0,5,20,0,0,0,0,0,1,0,0,15,1,1,11,1,22,0,0,0,9,2,0
"Ant538",4,5,2,0,0,0,0,1,0,8,0,6,0,0,0,1,12,8,2,4,0,3,1,12,1,6,2,3,5,0,5,2,0,10,0,4,1,0,1,0,0,0,7,0,7,18,1,0,1,9,7,14,7,0,14,0,7,7,2,0,5,4,0,1,4,1,0,0,0,0,6,0,0,1,2,0,3,4,8,6,3,2,8,0,0,7,8,1,15,0,0,0,2,2,5,9
"Ant552",5,1,1,5,1,4,0,0,0,2,0,0,0,0,0,0,6,2,0,1,0,0,1,4,2,7,0,8,4,0,3,0,1,6,6,5,1,1,0,0,0,1,5,0,7,9,1,0,0,6,4,0,8,0,7,1,0,8,3,0,6,7,3,0,2,3,0,0,0,0,3,0,0,0,1,0,6,11,7,4,5,1,11,0,1,1,4,0,0,0,0,2,0,3,6,4
"Ant560",2,31,1,1,25,1,0,3,35,36,7,16,45,12,0,3,0,0,13,1,8,7,8,1,0,0,6,13,11,11,7,14,8,3,2,0,11,15,62,11,23,10,0,2,2,2,11,28,12,7,4,0,0,0,5,7,2,2,0,13,7,3,1,22,0,0,4,8,10,0,4,3,0,1,3,1,1,1,2,2,1,0,3,2,20,4,0,8,8,0,9,2,3,0,6,1
"Ant564",11,11,0,10,3,5,9,3,0,7,3,2,1,0,0,1,2,9,2,2,3,4,1,8,1,0,7,9,11,1,9,0,2,18,7,3,6,3,0,12,4,6,10,2,3,0,1,3,0,1,1,1,6,0,9,0,13,11,3,3,3,3,3,1,5,6,0,0,5,0,29,0,0,0,5,0,2,5,3,3,10,9,14,1,1,6,7,2,8,0,2,5,6,6,0,3
"Ant593",6,5,3,0,0,2,0,1,0,4,3,22,0,0,0,4,13,5,2,0,3,2,0,3,0,5,0,3,2,0,2,0,0,3,6,6,2,2,5,3,4,2,0,0,2,4,0,0,2,0,5,4,0,0,18,4,0,5,0,0,1,2,1,2,4,2,0,3,1,0,14,2,0,1,1,0,4,3,0,0,1,14,2,1,0,3,0,0,1,0,0,9,4,1,3,0
